account_id,relationship_id,product,sub_type,balance,tenor_yrs,remaining_yrs,rate_type,spread,orig_fee_pct,rating,collateral,commitment
TL00447,R006,Term Loan,CRE Term,33351000.0,5.0,1.61,Fixed,0.0194,0.01,5,Real Estate,33351000.0
TL00448,R460,Term Loan,Equipment Finance,1715000.0,7.0,6.85,Floating,0.0226,0.0025,6,Senior Secured,1715000.0
TL00449,R453,Term Loan,C&I Term,1394000.0,5.0,1.79,Floating,0.0305,0.01,8,Senior Secured,1394000.0
TL00450,R131,Term Loan,C&I Term,3388000.0,7.0,1.84,Floating,0.0214,0.0025,5,Senior Secured,3388000.0
TL00451,R009,Term Loan,CRE Term,27086000.0,3.0,2.89,Floating,0.0206,0.01,5,Real Estate,27086000.0
TL00452,R357,Term Loan,C&I Term,939000.0,7.0,6.4,Floating,0.0251,0.005,6,Unsecured,939000.0
TL00453,R500,Term Loan,C&I Term,6149000.0,3.0,2.17,Floating,0.0107,0.0025,2,Senior Secured,6149000.0
TL00454,R164,Term Loan,C&I Term,5525000.0,10.0,6.41,Fixed,0.0181,0.005,5,Senior Secured,5525000.0
TL00455,R189,Term Loan,CRE Term,854000.0,3.0,2.81,Fixed,0.0173,0.0025,3,Real Estate,854000.0
TL00456,R203,Term Loan,C&I Term,2152000.0,3.0,2.17,Floating,0.0257,0.005,5,Senior Secured,2152000.0
TL00457,R118,Term Loan,C&I Term,5834000.0,7.0,5.09,Floating,0.0252,0.0075,6,Senior Secured,5834000.0
TL00458,R120,Term Loan,C&I Term,5753000.0,7.0,6.12,Floating,0.0214,0.0075,4,Unsecured,5753000.0
TL00459,R112,Term Loan,C&I Term,2068000.0,7.0,5.06,Fixed,0.0303,0.0075,7,Unsecured,2068000.0
TL00460,R279,Term Loan,Equipment Finance,6753000.0,10.0,6.03,Floating,0.0229,0.01,5,Senior Secured,6753000.0
TL00461,R002,Term Loan,C&I Term,3405000.0,5.0,2.56,Floating,0.0154,0.005,4,Senior Secured,3405000.0
TL00462,R132,Term Loan,CRE Term,1900000.0,7.0,4.22,Floating,0.0255,0.0075,6,Real Estate,1900000.0
TL00463,R005,Term Loan,CRE Term,4857000.0,5.0,3.09,Floating,0.0223,0.0025,5,Real Estate,4857000.0
TL00464,R443,Term Loan,C&I Term,820000.0,5.0,2.44,Floating,0.0235,0.005,5,Senior Secured,820000.0
TL00465,R005,Term Loan,CRE Term,61774000.0,5.0,2.79,Floating,0.0203,0.0075,5,Real Estate,61774000.0
TL00466,R232,Term Loan,CRE Term,1074000.0,3.0,2.52,Floating,0.0266,0.0025,7,Real Estate,1074000.0
TL00467,R075,Term Loan,CRE Term,727000.0,5.0,2.67,Floating,0.0161,0.005,3,Real Estate,727000.0
TL00468,R006,Term Loan,C&I Term,27550000.0,7.0,1.54,Floating,0.0161,0.0025,4,Senior Secured,27550000.0
TL00469,R322,Term Loan,C&I Term,1848000.0,3.0,1.28,Floating,0.0193,0.01,4,Senior Secured,1848000.0
TL00470,R065,Term Loan,Equipment Finance,919000.0,10.0,3.85,Fixed,0.0279,0.0075,6,Senior Secured,919000.0
TL00471,R267,Term Loan,CRE Term,3571000.0,5.0,4.17,Floating,0.0219,0.0075,7,Real Estate,3571000.0
TL00472,R487,Term Loan,Equipment Finance,1361000.0,3.0,1.68,Fixed,0.0223,0.0075,5,Senior Secured,1361000.0
TL00473,R161,Term Loan,Equipment Finance,377000.0,5.0,2.12,Floating,0.0248,0.0025,6,Senior Secured,377000.0
TL00474,R315,Term Loan,C&I Term,6095000.0,3.0,2.55,Fixed,0.0216,0.0025,6,Senior Secured,6095000.0
TL00475,R265,Term Loan,CRE Term,957000.0,3.0,0.65,Fixed,0.0239,0.005,5,Real Estate,957000.0
TL00476,R163,Term Loan,C&I Term,13520000.0,7.0,2.38,Floating,0.0176,0.0025,4,Senior Secured,13520000.0
TL00477,R033,Term Loan,CRE Term,810000.0,3.0,2.58,Fixed,0.0185,0.005,4,Real Estate,810000.0
TL00478,R103,Term Loan,C&I Term,9145000.0,3.0,1.92,Floating,0.0296,0.005,6,Senior Secured,9145000.0
TL00479,R373,Term Loan,C&I Term,5442000.0,7.0,5.73,Fixed,0.0191,0.01,3,Unsecured,5442000.0
TL00480,R371,Term Loan,CRE Term,666000.0,3.0,2.61,Floating,0.0236,0.005,5,Real Estate,666000.0
TL00481,R347,Term Loan,CRE Term,1126000.0,7.0,6.67,Floating,0.0232,0.0025,5,Real Estate,1126000.0
TL00482,R308,Term Loan,CRE Term,1794000.0,7.0,1.76,Floating,0.0274,0.01,7,Real Estate,1794000.0
TL00483,R006,Term Loan,C&I Term,5518000.0,3.0,2.52,Fixed,0.0263,0.0025,6,Senior Secured,5518000.0
TL00484,R007,Term Loan,C&I Term,13601000.0,5.0,3.84,Fixed,0.0254,0.0025,7,Unsecured,13601000.0
TL00485,R494,Term Loan,Equipment Finance,1098000.0,3.0,1.1,Floating,0.0203,0.005,5,Senior Secured,1098000.0
TL00486,R005,Term Loan,CRE Term,9006000.0,5.0,4.73,Fixed,0.0132,0.0025,4,Real Estate,9006000.0
TL00487,R379,Term Loan,C&I Term,1367000.0,3.0,1.57,Fixed,0.032,0.01,8,Senior Secured,1367000.0
TL00488,R013,Term Loan,CRE Term,1392000.0,10.0,9.1,Floating,0.0221,0.005,5,Real Estate,1392000.0
TL00489,R128,Term Loan,C&I Term,1499000.0,3.0,2.05,Floating,0.013,0.01,3,Senior Secured,1499000.0
TL00490,R121,Term Loan,CRE Term,814000.0,7.0,4.35,Floating,0.0261,0.0025,6,Real Estate,814000.0
TL00491,R149,Term Loan,C&I Term,843000.0,3.0,0.98,Floating,0.0243,0.0075,6,Senior Secured,843000.0
TL00492,R356,Term Loan,Equipment Finance,3587000.0,3.0,2.79,Floating,0.0291,0.0025,7,Senior Secured,3587000.0
TL00493,R388,Term Loan,Equipment Finance,1269000.0,5.0,3.23,Fixed,0.0345,0.0025,9,Senior Secured,1269000.0
TL00494,R234,Term Loan,Equipment Finance,926000.0,5.0,1.02,Floating,0.0179,0.005,4,Senior Secured,926000.0
TL00495,R265,Term Loan,CRE Term,1704000.0,10.0,2.15,Floating,0.021,0.01,4,Real Estate,1704000.0
TL00496,R244,Term Loan,C&I Term,308000.0,3.0,2.47,Floating,0.0238,0.005,6,Senior Secured,308000.0
TL00497,R496,Term Loan,CRE Term,2199000.0,3.0,0.99,Floating,0.0155,0.01,3,Real Estate,2199000.0
TL00498,R417,Term Loan,Equipment Finance,1051000.0,5.0,3.39,Floating,0.0265,0.0025,7,Senior Secured,1051000.0
TL00499,R423,Term Loan,CRE Term,663000.0,5.0,3.72,Floating,0.0222,0.005,4,Real Estate,663000.0
TL00500,R009,Term Loan,CRE Term,40338000.0,7.0,2.96,Floating,0.0143,0.0075,4,Real Estate,40338000.0
TL00501,R295,Term Loan,CRE Term,1335000.0,10.0,6.55,Floating,0.0228,0.005,4,Real Estate,1335000.0
TL00502,R207,Term Loan,CRE Term,1514000.0,7.0,2.75,Floating,0.0239,0.0075,4,Real Estate,1514000.0
TL00503,R005,Term Loan,CRE Term,7444000.0,3.0,2.87,Fixed,0.0169,0.0075,5,Real Estate,7444000.0
TL00504,R001,Term Loan,C&I Term,10819000.0,5.0,4.44,Floating,0.0077,0.0025,3,Senior Secured,10819000.0
TL00505,R083,Term Loan,C&I Term,1492000.0,7.0,3.01,Floating,0.0248,0.0075,5,Senior Secured,1492000.0
TL00506,R473,Term Loan,CRE Term,1148000.0,5.0,3.12,Floating,0.0241,0.01,6,Real Estate,1148000.0
TL00507,R122,Term Loan,C&I Term,621000.0,7.0,4.2,Floating,0.0228,0.01,6,Unsecured,621000.0
TL00508,R453,Term Loan,Equipment Finance,1053000.0,3.0,2.9,Fixed,0.0291,0.005,8,Senior Secured,1053000.0
TL00509,R479,Term Loan,CRE Term,170000.0,5.0,2.58,Floating,0.024,0.005,6,Real Estate,170000.0
TL00510,R447,Term Loan,C&I Term,533000.0,7.0,4.55,Fixed,0.0226,0.01,4,Senior Secured,533000.0
TL00511,R075,Term Loan,Equipment Finance,4241000.0,5.0,4.71,Fixed,0.0198,0.01,4,Senior Secured,4241000.0
TL00512,R190,Term Loan,CRE Term,2555000.0,10.0,3.3,Floating,0.0254,0.01,5,Real Estate,2555000.0
TL00513,R002,Term Loan,CRE Term,31474000.0,5.0,3.2,Floating,0.0149,0.01,3,Real Estate,31474000.0
TL00514,R035,Term Loan,C&I Term,3990000.0,3.0,0.85,Floating,0.0158,0.005,3,Unsecured,3990000.0
TL00515,R148,Term Loan,Equipment Finance,2253000.0,5.0,3.47,Fixed,0.024,0.0025,6,Senior Secured,2253000.0
TL00516,R474,Term Loan,C&I Term,2746000.0,3.0,1.48,Floating,0.0208,0.0025,4,Senior Secured,2746000.0
TL00517,R253,Term Loan,CRE Term,573000.0,5.0,4.87,Floating,0.0215,0.005,4,Real Estate,573000.0
TL00518,R163,Term Loan,C&I Term,9872000.0,3.0,1.6,Floating,0.0219,0.01,4,Senior Secured,9872000.0
TL00519,R310,Term Loan,CRE Term,1384000.0,5.0,1.54,Floating,0.0215,0.005,5,Real Estate,1384000.0
TL00520,R356,Term Loan,CRE Term,29006000.0,7.0,6.07,Floating,0.031,0.005,8,Real Estate,29006000.0
TL00521,R498,Term Loan,CRE Term,982000.0,5.0,4.28,Floating,0.0181,0.01,3,Real Estate,982000.0
TL00522,R001,Term Loan,C&I Term,53104000.0,3.0,2.27,Floating,0.0141,0.0025,4,Senior Secured,53104000.0
TL00523,R336,Term Loan,Equipment Finance,1160000.0,5.0,4.0,Fixed,0.0138,0.0075,3,Senior Secured,1160000.0
TL00524,R070,Term Loan,CRE Term,11486000.0,7.0,2.88,Floating,0.0258,0.0075,7,Real Estate,11486000.0
TL00525,R111,Term Loan,C&I Term,5109000.0,5.0,3.57,Floating,0.0272,0.01,7,Senior Secured,5109000.0
TL00526,R112,Term Loan,Equipment Finance,580000.0,3.0,0.69,Floating,0.0295,0.005,7,Senior Secured,580000.0
TL00527,R128,Term Loan,CRE Term,892000.0,5.0,1.79,Fixed,0.0197,0.0075,3,Real Estate,892000.0
TL00528,R005,Term Loan,CRE Term,4795000.0,5.0,4.73,Floating,0.0168,0.01,5,Real Estate,4795000.0
TL00529,R172,Term Loan,Equipment Finance,1475000.0,5.0,3.96,Fixed,0.0207,0.01,5,Senior Secured,1475000.0
TL00530,R155,Term Loan,Equipment Finance,2242000.0,3.0,1.15,Floating,0.0241,0.0075,6,Senior Secured,2242000.0
TL00531,R208,Term Loan,CRE Term,1123000.0,10.0,2.89,Fixed,0.0298,0.0075,7,Real Estate,1123000.0
TL00532,R269,Term Loan,CRE Term,4113000.0,3.0,2.88,Floating,0.0209,0.01,5,Real Estate,4113000.0
TL00533,R427,Term Loan,C&I Term,2052000.0,3.0,0.87,Fixed,0.0239,0.01,6,Senior Secured,2052000.0
TL00534,R192,Term Loan,CRE Term,893000.0,3.0,1.22,Floating,0.0159,0.0075,4,Real Estate,893000.0
TL00535,R401,Term Loan,CRE Term,3681000.0,5.0,1.73,Fixed,0.0178,0.005,3,Real Estate,3681000.0
TL00536,R339,Term Loan,CRE Term,994000.0,5.0,1.03,Fixed,0.0274,0.0075,7,Real Estate,994000.0
TL00537,R039,Term Loan,Equipment Finance,6039000.0,3.0,1.35,Floating,0.0206,0.0025,5,Senior Secured,6039000.0
TL00538,R274,Term Loan,C&I Term,2160000.0,5.0,4.9,Floating,0.0188,0.0075,4,Unsecured,2160000.0
TL00539,R040,Term Loan,C&I Term,3937000.0,7.0,3.31,Floating,0.0278,0.005,6,Unsecured,3937000.0
TL00540,R057,Term Loan,CRE Term,1209000.0,5.0,3.02,Floating,0.0169,0.01,4,Real Estate,1209000.0
TL00541,R317,Term Loan,C&I Term,240000.0,10.0,7.97,Floating,0.0173,0.0075,4,Senior Secured,240000.0
TL00542,R320,Term Loan,C&I Term,4129000.0,5.0,3.2,Floating,0.0197,0.01,3,Unsecured,4129000.0
TL00543,R363,Term Loan,C&I Term,1544000.0,3.0,2.38,Floating,0.028,0.01,7,Senior Secured,1544000.0
TL00544,R266,Term Loan,Equipment Finance,575000.0,10.0,7.29,Floating,0.0295,0.01,7,Senior Secured,575000.0
TL00545,R486,Term Loan,C&I Term,1479000.0,7.0,4.81,Fixed,0.0232,0.0025,5,Senior Secured,1479000.0
TL00546,R191,Term Loan,C&I Term,985000.0,5.0,3.6,Floating,0.0277,0.01,7,Unsecured,985000.0
TL00547,R138,Term Loan,C&I Term,449000.0,7.0,5.88,Floating,0.0213,0.005,5,Senior Secured,449000.0
TL00548,R226,Term Loan,C&I Term,2250000.0,5.0,3.84,Floating,0.0243,0.0075,5,Senior Secured,2250000.0
TL00549,R416,Term Loan,C&I Term,838000.0,5.0,4.17,Floating,0.0251,0.005,5,Senior Secured,838000.0
TL00550,R181,Term Loan,CRE Term,950000.0,7.0,2.22,Floating,0.0221,0.005,4,Real Estate,950000.0
TL00551,R001,Term Loan,CRE Term,7568000.0,7.0,5.19,Floating,0.0144,0.01,4,Real Estate,7568000.0
TL00552,R318,Term Loan,C&I Term,3533000.0,5.0,3.95,Floating,0.0227,0.01,4,Senior Secured,3533000.0
TL00553,R340,Term Loan,CRE Term,1272000.0,5.0,2.2,Floating,0.0269,0.0075,7,Real Estate,1272000.0
TL00554,R299,Term Loan,C&I Term,1401000.0,5.0,4.5,Floating,0.0259,0.0025,7,Senior Secured,1401000.0
TL00555,R122,Term Loan,C&I Term,924000.0,3.0,1.33,Floating,0.0246,0.0025,6,Senior Secured,924000.0
TL00556,R435,Term Loan,Equipment Finance,1904000.0,10.0,3.95,Floating,0.0215,0.0025,4,Senior Secured,1904000.0
TL00557,R153,Term Loan,CRE Term,3869000.0,5.0,4.47,Floating,0.032,0.01,8,Real Estate,3869000.0
TL00558,R116,Term Loan,Equipment Finance,6623000.0,5.0,1.99,Floating,0.0244,0.005,6,Senior Secured,6623000.0
TL00559,R473,Term Loan,C&I Term,2278000.0,5.0,2.66,Floating,0.0243,0.0025,5,Senior Secured,2278000.0
TL00560,R240,Term Loan,C&I Term,2135000.0,5.0,2.47,Floating,0.0169,0.0075,3,Senior Secured,2135000.0
TL00561,R387,Term Loan,C&I Term,436000.0,5.0,4.59,Floating,0.0208,0.01,5,Senior Secured,436000.0
TL00562,R387,Term Loan,C&I Term,652000.0,10.0,5.64,Fixed,0.0232,0.0075,6,Unsecured,652000.0
TL00563,R469,Term Loan,Equipment Finance,1116000.0,5.0,3.78,Floating,0.0288,0.005,7,Senior Secured,1116000.0
TL00564,R282,Term Loan,C&I Term,736000.0,7.0,5.85,Floating,0.0192,0.0025,4,Unsecured,736000.0
TL00565,R481,Term Loan,Equipment Finance,1683000.0,5.0,3.51,Floating,0.0132,0.01,3,Senior Secured,1683000.0
TL00566,R177,Term Loan,Equipment Finance,882000.0,5.0,4.77,Floating,0.0271,0.0025,6,Senior Secured,882000.0
TL00567,R006,Term Loan,CRE Term,3731000.0,3.0,2.53,Floating,0.016,0.01,4,Real Estate,3731000.0
TL00568,R005,Term Loan,CRE Term,8924000.0,5.0,2.6,Fixed,0.025,0.0025,6,Real Estate,8924000.0
TL00569,R182,Term Loan,CRE Term,1244000.0,3.0,2.88,Floating,0.0187,0.0025,5,Real Estate,1244000.0
TL00570,R168,Term Loan,C&I Term,2091000.0,7.0,4.34,Floating,0.0273,0.005,7,Senior Secured,2091000.0
TL00571,R176,Term Loan,CRE Term,1400000.0,7.0,1.53,Floating,0.0233,0.0025,6,Real Estate,1400000.0
TL00572,R210,Term Loan,C&I Term,929000.0,5.0,2.04,Floating,0.0142,0.0025,3,Unsecured,929000.0
TL00573,R458,Term Loan,Equipment Finance,9438000.0,5.0,3.49,Floating,0.0182,0.0025,4,Senior Secured,9438000.0
TL00574,R187,Term Loan,CRE Term,1155000.0,7.0,2.28,Floating,0.0182,0.0075,2,Real Estate,1155000.0
TL00575,R010,Term Loan,CRE Term,19125000.0,3.0,2.0,Fixed,0.0204,0.01,5,Real Estate,19125000.0
TL00576,R126,Term Loan,CRE Term,4641000.0,10.0,4.89,Floating,0.0314,0.0025,9,Real Estate,4641000.0
TL00577,R220,Term Loan,CRE Term,428000.0,5.0,3.14,Floating,0.0092,0.0075,2,Real Estate,428000.0
TL00578,R005,Term Loan,CRE Term,10190000.0,3.0,0.6,Fixed,0.0132,0.005,4,Real Estate,10190000.0
TL00579,R003,Term Loan,C&I Term,4077000.0,3.0,2.64,Fixed,0.0165,0.005,5,Unsecured,4077000.0
TL00580,R314,Term Loan,Equipment Finance,1206000.0,10.0,4.9,Fixed,0.0234,0.005,6,Senior Secured,1206000.0
TL00581,R204,Term Loan,Equipment Finance,724000.0,3.0,0.94,Floating,0.0244,0.01,6,Senior Secured,724000.0
TL00582,R094,Term Loan,Equipment Finance,1785000.0,7.0,3.85,Floating,0.0193,0.0075,6,Senior Secured,1785000.0
TL00583,R010,Term Loan,C&I Term,3744000.0,3.0,1.77,Fixed,0.019,0.0075,5,Senior Secured,3744000.0
TL00584,R343,Term Loan,Equipment Finance,1330000.0,3.0,2.13,Floating,0.0248,0.01,5,Senior Secured,1330000.0
TL00585,R063,Term Loan,C&I Term,2078000.0,7.0,4.34,Fixed,0.0319,0.0075,7,Senior Secured,2078000.0
TL00586,R001,Term Loan,CRE Term,22646000.0,3.0,0.7,Floating,0.0111,0.0025,4,Real Estate,22646000.0
TL00587,R487,Term Loan,C&I Term,713000.0,3.0,2.69,Fixed,0.0174,0.0025,4,Unsecured,713000.0
TL00588,R046,Term Loan,C&I Term,4001000.0,5.0,2.83,Floating,0.0145,0.005,3,Senior Secured,4001000.0
TL00589,R349,Term Loan,C&I Term,1523000.0,7.0,1.83,Floating,0.0226,0.0025,5,Senior Secured,1523000.0
TL00590,R402,Term Loan,C&I Term,4533000.0,5.0,4.09,Floating,0.0192,0.0075,5,Unsecured,4533000.0
TL00591,R038,Term Loan,C&I Term,1206000.0,3.0,2.18,Floating,0.0208,0.005,3,Senior Secured,1206000.0
TL00592,R223,Term Loan,Equipment Finance,634000.0,10.0,7.2,Floating,0.0195,0.0025,4,Senior Secured,634000.0
TL00593,R413,Term Loan,C&I Term,12394000.0,7.0,3.79,Fixed,0.0219,0.005,5,Senior Secured,12394000.0
TL00594,R311,Term Loan,CRE Term,1057000.0,7.0,3.7,Floating,0.0234,0.01,4,Real Estate,1057000.0
TL00595,R156,Term Loan,C&I Term,290000.0,7.0,4.4,Floating,0.0222,0.01,5,Senior Secured,290000.0
TL00596,R121,Term Loan,CRE Term,825000.0,7.0,1.68,Floating,0.0232,0.01,5,Real Estate,825000.0
TL00597,R133,Term Loan,CRE Term,143000.0,5.0,2.2,Floating,0.0231,0.01,6,Real Estate,143000.0
TL00598,R008,Term Loan,C&I Term,13285000.0,5.0,4.95,Floating,0.0178,0.0075,6,Unsecured,13285000.0
TL00599,R389,Term Loan,CRE Term,2513000.0,7.0,5.11,Floating,0.0207,0.01,5,Real Estate,2513000.0
TL00600,R375,Term Loan,Equipment Finance,1902000.0,7.0,3.75,Fixed,0.0277,0.01,5,Senior Secured,1902000.0
TL00601,R362,Term Loan,Equipment Finance,902000.0,10.0,3.78,Floating,0.0266,0.0075,6,Senior Secured,902000.0
TL00602,R310,Term Loan,C&I Term,2753000.0,5.0,3.98,Floating,0.0201,0.005,4,Senior Secured,2753000.0
TL00603,R471,Term Loan,C&I Term,972000.0,5.0,2.04,Fixed,0.0198,0.01,5,Unsecured,972000.0
TL00604,R026,Term Loan,CRE Term,1370000.0,5.0,1.65,Floating,0.0217,0.005,4,Real Estate,1370000.0
TL00605,R230,Term Loan,C&I Term,1095000.0,5.0,1.62,Fixed,0.0188,0.0025,5,Unsecured,1095000.0
TL00606,R215,Term Loan,Equipment Finance,2161000.0,5.0,3.92,Floating,0.0211,0.0025,6,Senior Secured,2161000.0
TL00607,R443,Term Loan,C&I Term,1039000.0,7.0,5.0,Floating,0.0208,0.0075,5,Senior Secured,1039000.0
TL00608,R276,Term Loan,Equipment Finance,1435000.0,5.0,1.28,Floating,0.0243,0.0025,4,Senior Secured,1435000.0
TL00609,R007,Term Loan,C&I Term,13006000.0,3.0,0.88,Floating,0.0286,0.0025,7,Senior Secured,13006000.0
TL00610,R319,Term Loan,C&I Term,1167000.0,5.0,3.54,Floating,0.0267,0.0025,7,Senior Secured,1167000.0
TL00611,R140,Term Loan,Equipment Finance,6120000.0,5.0,3.28,Floating,0.0177,0.0075,4,Senior Secured,6120000.0
TL00612,R224,Term Loan,Equipment Finance,1543000.0,10.0,7.49,Floating,0.0237,0.005,7,Senior Secured,1543000.0
TL00613,R465,Term Loan,Equipment Finance,1551000.0,5.0,1.71,Floating,0.0196,0.0075,4,Senior Secured,1551000.0
TL00614,R146,Term Loan,Equipment Finance,413000.0,5.0,3.91,Fixed,0.0198,0.0075,4,Senior Secured,413000.0
TL00615,R477,Term Loan,C&I Term,1950000.0,5.0,4.74,Floating,0.027,0.01,6,Senior Secured,1950000.0
TL00616,R484,Term Loan,C&I Term,3027000.0,5.0,3.4,Fixed,0.0273,0.0025,6,Senior Secured,3027000.0
TL00617,R338,Term Loan,C&I Term,3452000.0,3.0,1.07,Fixed,0.0217,0.005,5,Unsecured,3452000.0
TL00618,R327,Term Loan,CRE Term,9124000.0,7.0,5.21,Fixed,0.0236,0.0075,5,Real Estate,9124000.0
TL00619,R131,Term Loan,C&I Term,739000.0,10.0,4.74,Fixed,0.0232,0.005,6,Senior Secured,739000.0
TL00620,R446,Term Loan,Equipment Finance,3875000.0,5.0,1.2,Fixed,0.0207,0.0025,4,Senior Secured,3875000.0
TL00621,R107,Term Loan,C&I Term,4176000.0,5.0,2.21,Floating,0.0265,0.0025,7,Senior Secured,4176000.0
TL00622,R420,Term Loan,C&I Term,2401000.0,3.0,2.77,Floating,0.0289,0.005,7,Unsecured,2401000.0
TL00623,R323,Term Loan,C&I Term,600000.0,5.0,2.64,Fixed,0.0231,0.005,5,Senior Secured,600000.0
TL00624,R211,Term Loan,C&I Term,686000.0,5.0,4.46,Floating,0.0252,0.0025,6,Senior Secured,686000.0
TL00625,R002,Term Loan,C&I Term,25971000.0,7.0,4.25,Fixed,0.0199,0.005,4,Unsecured,25971000.0
TL00626,R013,Term Loan,CRE Term,1437000.0,3.0,1.84,Fixed,0.0183,0.0075,5,Real Estate,1437000.0
TL00627,R093,Term Loan,C&I Term,724000.0,7.0,1.43,Floating,0.0195,0.01,5,Senior Secured,724000.0
TL00628,R398,Term Loan,CRE Term,3362000.0,5.0,3.55,Floating,0.0131,0.0075,2,Real Estate,3362000.0
TL00629,R343,Term Loan,Equipment Finance,660000.0,7.0,2.0,Floating,0.0186,0.0025,5,Senior Secured,660000.0
TL00630,R210,Term Loan,CRE Term,936000.0,5.0,2.91,Floating,0.0184,0.0075,4,Real Estate,936000.0
TL00631,R204,Term Loan,CRE Term,2001000.0,3.0,1.22,Floating,0.0241,0.0025,6,Real Estate,2001000.0
TL00632,R065,Term Loan,C&I Term,539000.0,5.0,2.57,Fixed,0.0311,0.0025,7,Senior Secured,539000.0
TL00633,R309,Term Loan,C&I Term,1205000.0,7.0,4.41,Floating,0.031,0.0075,8,Senior Secured,1205000.0
TL00634,R204,Term Loan,C&I Term,3142000.0,5.0,1.06,Floating,0.0276,0.005,6,Senior Secured,3142000.0
TL00635,R007,Term Loan,Equipment Finance,12972000.0,3.0,1.28,Fixed,0.0263,0.005,7,Senior Secured,12972000.0
TL00636,R181,Term Loan,CRE Term,3567000.0,5.0,4.96,Floating,0.0153,0.01,3,Real Estate,3567000.0
TL00637,R002,Term Loan,C&I Term,27135000.0,5.0,1.23,Fixed,0.0146,0.0025,3,Unsecured,27135000.0
TL00638,R159,Term Loan,C&I Term,1323000.0,5.0,2.28,Floating,0.0268,0.0025,6,Senior Secured,1323000.0
TL00639,R498,Term Loan,Equipment Finance,203000.0,5.0,2.29,Fixed,0.0196,0.0075,3,Senior Secured,203000.0
TL00640,R242,Term Loan,CRE Term,543000.0,3.0,1.51,Floating,0.0191,0.005,4,Real Estate,543000.0
TL00641,R003,Term Loan,CRE Term,20178000.0,5.0,3.74,Floating,0.0139,0.01,5,Real Estate,20178000.0
TL00642,R365,Term Loan,Equipment Finance,380000.0,7.0,2.79,Floating,0.0207,0.0025,6,Senior Secured,380000.0
TL00643,R006,Term Loan,CRE Term,8437000.0,7.0,3.98,Floating,0.0181,0.005,5,Real Estate,8437000.0
TL00644,R415,Term Loan,CRE Term,1724000.0,3.0,2.15,Floating,0.008,0.0025,2,Real Estate,1724000.0
TL00645,R244,Term Loan,C&I Term,4260000.0,5.0,2.29,Fixed,0.0295,0.0025,6,Senior Secured,4260000.0
TL00646,R319,Term Loan,C&I Term,830000.0,5.0,4.8,Fixed,0.0293,0.005,7,Senior Secured,830000.0
TL00647,R066,Term Loan,Equipment Finance,2357000.0,3.0,2.95,Floating,0.0234,0.0075,6,Senior Secured,2357000.0
TL00648,R149,Term Loan,CRE Term,1261000.0,5.0,1.48,Floating,0.0166,0.0025,4,Real Estate,1261000.0
TL00649,R474,Term Loan,C&I Term,5223000.0,3.0,1.43,Fixed,0.0276,0.01,6,Senior Secured,5223000.0
TL00650,R197,Term Loan,CRE Term,1162000.0,3.0,1.1,Fixed,0.0194,0.0075,5,Real Estate,1162000.0
TL00651,R048,Term Loan,C&I Term,3044000.0,7.0,2.45,Floating,0.0141,0.005,3,Senior Secured,3044000.0
TL00652,R005,Term Loan,CRE Term,5781000.0,5.0,2.96,Floating,0.0156,0.01,4,Real Estate,5781000.0
TL00653,R110,Term Loan,C&I Term,1447000.0,7.0,4.56,Fixed,0.0253,0.005,6,Senior Secured,1447000.0
TL00654,R413,Term Loan,Equipment Finance,1877000.0,3.0,1.62,Floating,0.0266,0.0025,6,Senior Secured,1877000.0
TL00655,R003,Term Loan,CRE Term,7955000.0,5.0,2.09,Floating,0.0225,0.01,5,Real Estate,7955000.0
TL00656,R271,Term Loan,C&I Term,2574000.0,5.0,2.11,Fixed,0.0304,0.0025,7,Senior Secured,2574000.0
TL00657,R348,Term Loan,C&I Term,1481000.0,7.0,6.96,Floating,0.0166,0.01,3,Senior Secured,1481000.0
TL00658,R460,Term Loan,Equipment Finance,7414000.0,7.0,6.57,Fixed,0.0276,0.01,6,Senior Secured,7414000.0
TL00659,R158,Term Loan,C&I Term,1536000.0,5.0,1.3,Floating,0.0205,0.01,5,Senior Secured,1536000.0
TL00660,R413,Term Loan,C&I Term,1777000.0,5.0,3.63,Fixed,0.0148,0.005,4,Senior Secured,1777000.0
TL00661,R040,Term Loan,CRE Term,793000.0,3.0,1.7,Fixed,0.0233,0.0075,6,Real Estate,793000.0
TL00662,R007,Term Loan,C&I Term,6615000.0,5.0,3.76,Fixed,0.0241,0.01,7,Unsecured,6615000.0
TL00663,R384,Term Loan,C&I Term,3501000.0,3.0,2.03,Fixed,0.015,0.0025,3,Senior Secured,3501000.0
TL00664,R019,Term Loan,C&I Term,6558000.0,5.0,4.56,Fixed,0.017,0.005,4,Senior Secured,6558000.0
TL00665,R394,Term Loan,Equipment Finance,1740000.0,3.0,0.76,Floating,0.021,0.005,5,Senior Secured,1740000.0
TL00666,R357,Term Loan,C&I Term,1519000.0,7.0,3.36,Fixed,0.0238,0.0075,5,Unsecured,1519000.0
TL00667,R101,Term Loan,C&I Term,591000.0,5.0,4.94,Fixed,0.0293,0.0075,6,Unsecured,591000.0
TL00668,R440,Term Loan,C&I Term,2492000.0,5.0,1.73,Floating,0.0207,0.01,6,Senior Secured,2492000.0
TL00669,R273,Term Loan,C&I Term,8509000.0,5.0,1.51,Floating,0.0218,0.005,6,Senior Secured,8509000.0
TL00670,R006,Term Loan,C&I Term,9913000.0,5.0,3.92,Floating,0.02,0.0025,6,Senior Secured,9913000.0
