account_id,relationship_id,product,sub_type,monthly_volume,unit_price,monthly_card_spend,monthly_revenue,ecr_offset_pct
PM00723,R058,Payments,Account Reconciliation,94,0.05,0.0,4.7,0.02
PM00724,R175,Payments,Remote Deposit Capture,22,0.2,0.0,4.4,0.0
PM00725,R029,Payments,ACH Origination,1177,0.12,0.0,141.24,0.44
PM00726,R431,Payments,Account Reconciliation,337,0.05,0.0,16.85,0.16
PM00727,R004,Payments,Account Reconciliation,9228,0.05,0.0,461.4,0.02
PM00728,R052,Payments,Account Reconciliation,256,0.05,0.0,12.8,0.26
PM00729,R397,Payments,Wire Transfer,81,18.0,0.0,1458.0,0.21
PM00730,R006,Payments,Wire Transfer,169,18.0,0.0,3042.0,0.26
PM00731,R002,Payments,Commercial Card,0,0.0,1477300.0,18466.25,0.0
PM00732,R001,Payments,Wire Transfer,102,18.0,0.0,1836.0,0.05
PM00733,R361,Payments,Wire Transfer,28,18.0,0.0,504.0,0.34
PM00734,R058,Payments,Remote Deposit Capture,194,0.2,0.0,38.8,0.17
PM00735,R005,Payments,Remote Deposit Capture,1850,0.2,0.0,370.0,0.45
PM00736,R407,Payments,Positive Pay,343,0.08,0.0,27.44,0.27
PM00737,R429,Payments,Commercial Card,0,0.0,320300.0,4003.75,0.0
PM00738,R499,Payments,Positive Pay,355,0.08,0.0,28.4,0.16
PM00739,R001,Payments,Commercial Card,0,0.0,388600.0,4857.5,0.0
PM00740,R258,Payments,Positive Pay,1077,0.08,0.0,86.16,0.21
PM00741,R456,Payments,Positive Pay,207,0.08,0.0,16.56,0.24
PM00742,R427,Payments,Commercial Card,0,0.0,125500.0,1568.75,0.0
PM00743,R444,Payments,Account Reconciliation,153,0.05,0.0,7.65,0.18
PM00744,R215,Payments,Positive Pay,2905,0.08,0.0,232.4,0.13
PM00745,R006,Payments,Commercial Card,0,0.0,267200.0,3340.0,0.0
PM00746,R008,Payments,Wire Transfer,171,18.0,0.0,3078.0,0.02
PM00747,R061,Payments,ACH Origination,2473,0.12,0.0,296.76,0.21
PM00748,R004,Payments,ACH Origination,12879,0.12,0.0,1545.48,0.41
PM00749,R385,Payments,Commercial Card,0,0.0,341400.0,4267.5,0.0
PM00750,R016,Payments,RTP / Instant,446,0.45,0.0,200.7,0.04
PM00751,R371,Payments,Account Reconciliation,985,0.05,0.0,49.25,0.01
PM00752,R457,Payments,Account Reconciliation,456,0.05,0.0,22.8,0.29
PM00753,R003,Payments,Commercial Card,0,0.0,579800.0,7247.5,0.0
PM00754,R269,Payments,Lockbox,156,0.65,0.0,101.4,0.3
PM00755,R372,Payments,ACH Origination,3594,0.12,0.0,431.28,0.29
PM00756,R095,Payments,Account Reconciliation,430,0.05,0.0,21.5,0.37
PM00757,R029,Payments,RTP / Instant,46,0.45,0.0,20.7,0.38
PM00758,R108,Payments,Positive Pay,183,0.08,0.0,14.64,0.15
PM00759,R354,Payments,Commercial Card,0,0.0,185100.0,2313.75,0.0
PM00760,R205,Payments,Remote Deposit Capture,145,0.2,0.0,29.0,0.3
PM00761,R009,Payments,Positive Pay,6316,0.08,0.0,505.28,0.15
PM00762,R003,Payments,Remote Deposit Capture,2034,0.2,0.0,406.8,0.29
PM00763,R329,Payments,Commercial Card,0,0.0,569100.0,7113.75,0.0
PM00764,R019,Payments,Lockbox,272,0.65,0.0,176.8,0.0
PM00765,R299,Payments,RTP / Instant,72,0.45,0.0,32.4,0.04
PM00766,R437,Payments,Positive Pay,621,0.08,0.0,49.68,0.33
PM00767,R476,Payments,Commercial Card,0,0.0,164800.0,2060.0,0.0
PM00768,R004,Payments,Commercial Card,0,0.0,595200.0,7440.0,0.0
PM00769,R104,Payments,Commercial Card,0,0.0,142400.0,1780.0,0.0
PM00770,R041,Payments,ACH Origination,7570,0.12,0.0,908.4,0.37
PM00771,R003,Payments,Lockbox,1505,0.65,0.0,978.25,0.25
PM00772,R002,Payments,Wire Transfer,175,18.0,0.0,3150.0,0.09
PM00773,R002,Payments,ACH Origination,16125,0.12,0.0,1935.0,0.39
PM00774,R478,Payments,Commercial Card,0,0.0,33800.0,422.5,0.0
PM00775,R452,Payments,Remote Deposit Capture,61,0.2,0.0,12.2,0.41
PM00776,R114,Payments,Remote Deposit Capture,147,0.2,0.0,29.4,0.44
PM00777,R225,Payments,Account Reconciliation,516,0.05,0.0,25.8,0.3
PM00778,R263,Payments,RTP / Instant,391,0.45,0.0,175.95,0.38
PM00779,R415,Payments,Wire Transfer,2,18.0,0.0,36.0,0.37
PM00780,R296,Payments,Lockbox,176,0.65,0.0,114.4,0.2
PM00781,R003,Payments,Lockbox,2674,0.65,0.0,1738.1,0.05
PM00782,R073,Payments,Account Reconciliation,497,0.05,0.0,24.85,0.04
PM00783,R241,Payments,RTP / Instant,255,0.45,0.0,114.75,0.05
PM00784,R006,Payments,RTP / Instant,657,0.45,0.0,295.65,0.23
PM00785,R357,Payments,Remote Deposit Capture,97,0.2,0.0,19.4,0.02
PM00786,R315,Payments,Remote Deposit Capture,419,0.2,0.0,83.8,0.22
PM00787,R256,Payments,Commercial Card,0,0.0,280800.0,3510.0,0.0
PM00788,R410,Payments,Wire Transfer,31,18.0,0.0,558.0,0.39
PM00789,R296,Payments,Positive Pay,1314,0.08,0.0,105.12,0.04
PM00790,R328,Payments,RTP / Instant,168,0.45,0.0,75.6,0.31
PM00791,R380,Payments,Wire Transfer,43,18.0,0.0,774.0,0.04
PM00792,R230,Payments,ACH Origination,5549,0.12,0.0,665.88,0.24
PM00793,R229,Payments,RTP / Instant,784,0.45,0.0,352.8,0.15
PM00794,R299,Payments,ACH Origination,477,0.12,0.0,57.24,0.25
PM00795,R367,Payments,ACH Origination,3337,0.12,0.0,400.44,0.03
PM00796,R145,Payments,RTP / Instant,33,0.45,0.0,14.85,0.23
PM00797,R195,Payments,Lockbox,307,0.65,0.0,199.55,0.23
PM00798,R145,Payments,Commercial Card,0,0.0,292400.0,3655.0,0.0
PM00799,R001,Payments,Account Reconciliation,3783,0.05,0.0,189.15,0.03
PM00800,R127,Payments,Wire Transfer,58,18.0,0.0,1044.0,0.06
PM00801,R038,Payments,Account Reconciliation,1084,0.05,0.0,54.2,0.44
PM00802,R005,Payments,Remote Deposit Capture,1520,0.2,0.0,304.0,0.22
PM00803,R368,Payments,Account Reconciliation,697,0.05,0.0,34.85,0.32
PM00804,R120,Payments,RTP / Instant,239,0.45,0.0,107.55,0.13
PM00805,R132,Payments,RTP / Instant,232,0.45,0.0,104.4,0.28
PM00806,R178,Payments,Positive Pay,1634,0.08,0.0,130.72,0.19
PM00807,R281,Payments,Account Reconciliation,221,0.05,0.0,11.05,0.37
PM00808,R148,Payments,Commercial Card,0,0.0,13600.0,170.0,0.0
PM00809,R148,Payments,Lockbox,166,0.65,0.0,107.9,0.3
PM00810,R004,Payments,Wire Transfer,107,18.0,0.0,1926.0,0.15
PM00811,R119,Payments,Commercial Card,0,0.0,223500.0,2793.75,0.0
PM00812,R499,Payments,Commercial Card,0,0.0,180700.0,2258.75,0.0
PM00813,R061,Payments,Positive Pay,1573,0.08,0.0,125.84,0.25
PM00814,R491,Payments,ACH Origination,1725,0.12,0.0,207.0,0.22
PM00815,R040,Payments,Lockbox,55,0.65,0.0,35.75,0.32
PM00816,R432,Payments,Account Reconciliation,1197,0.05,0.0,59.85,0.38
PM00817,R004,Payments,Remote Deposit Capture,526,0.2,0.0,105.2,0.02
PM00818,R008,Payments,Lockbox,1631,0.65,0.0,1060.15,0.36
PM00819,R132,Payments,Account Reconciliation,296,0.05,0.0,14.8,0.39
PM00820,R128,Payments,ACH Origination,2370,0.12,0.0,284.4,0.32
PM00821,R495,Payments,ACH Origination,7052,0.12,0.0,846.24,0.31
PM00822,R335,Payments,Commercial Card,0,0.0,171600.0,2145.0,0.0
PM00823,R271,Payments,Remote Deposit Capture,461,0.2,0.0,92.2,0.4
PM00824,R134,Payments,ACH Origination,888,0.12,0.0,106.56,0.17
PM00825,R154,Payments,Wire Transfer,43,18.0,0.0,774.0,0.29
PM00826,R030,Payments,Remote Deposit Capture,321,0.2,0.0,64.2,0.24
PM00827,R225,Payments,Remote Deposit Capture,153,0.2,0.0,30.6,0.05
PM00828,R003,Payments,Lockbox,2293,0.65,0.0,1490.45,0.1
PM00829,R055,Payments,ACH Origination,2868,0.12,0.0,344.16,0.23
PM00830,R309,Payments,Lockbox,160,0.65,0.0,104.0,0.2
PM00831,R003,Payments,Commercial Card,0,0.0,797600.0,9970.0,0.0
PM00832,R068,Payments,RTP / Instant,88,0.45,0.0,39.6,0.36
PM00833,R017,Payments,RTP / Instant,446,0.45,0.0,200.7,0.36
PM00834,R001,Payments,Lockbox,1197,0.65,0.0,778.05,0.12
PM00835,R006,Payments,Lockbox,1003,0.65,0.0,651.95,0.12
PM00836,R085,Payments,Account Reconciliation,159,0.05,0.0,7.95,0.28
PM00837,R107,Payments,Lockbox,100,0.65,0.0,65.0,0.17
PM00838,R186,Payments,Positive Pay,347,0.08,0.0,27.76,0.43
PM00839,R445,Payments,Lockbox,389,0.65,0.0,252.85,0.29
PM00840,R003,Payments,Commercial Card,0,0.0,694500.0,8681.25,0.0
PM00841,R127,Payments,Commercial Card,0,0.0,1034100.0,12926.25,0.0
PM00842,R203,Payments,ACH Origination,2080,0.12,0.0,249.6,0.33
PM00843,R008,Payments,ACH Origination,48715,0.12,0.0,5845.8,0.14
PM00844,R182,Payments,Account Reconciliation,789,0.05,0.0,39.45,0.09
PM00845,R349,Payments,ACH Origination,702,0.12,0.0,84.24,0.11
PM00846,R004,Payments,Positive Pay,3666,0.08,0.0,293.28,0.31
PM00847,R132,Payments,Account Reconciliation,135,0.05,0.0,6.75,0.3
PM00848,R001,Payments,Positive Pay,5181,0.08,0.0,414.48,0.05
PM00849,R001,Payments,ACH Origination,14668,0.12,0.0,1760.16,0.3
PM00850,R302,Payments,RTP / Instant,137,0.45,0.0,61.65,0.28
PM00851,R387,Payments,Wire Transfer,8,18.0,0.0,144.0,0.36
PM00852,R431,Payments,ACH Origination,2807,0.12,0.0,336.84,0.04
PM00853,R003,Payments,RTP / Instant,1969,0.45,0.0,886.05,0.12
PM00854,R055,Payments,RTP / Instant,160,0.45,0.0,72.0,0.36
PM00855,R079,Payments,Commercial Card,0,0.0,1037000.0,12962.5,0.0
PM00856,R003,Payments,Account Reconciliation,1116,0.05,0.0,55.8,0.41
PM00857,R063,Payments,Positive Pay,515,0.08,0.0,41.2,0.31
PM00858,R202,Payments,Positive Pay,1493,0.08,0.0,119.44,0.02
PM00859,R406,Payments,Account Reconciliation,134,0.05,0.0,6.7,0.2
PM00860,R008,Payments,RTP / Instant,813,0.45,0.0,365.85,0.13
PM00861,R103,Payments,Lockbox,426,0.65,0.0,276.9,0.34
PM00862,R078,Payments,Positive Pay,360,0.08,0.0,28.8,0.07
PM00863,R343,Payments,Account Reconciliation,244,0.05,0.0,12.2,0.4
PM00864,R002,Payments,RTP / Instant,1222,0.45,0.0,549.9,0.33
PM00865,R298,Payments,Positive Pay,578,0.08,0.0,46.24,0.26
PM00866,R163,Payments,Wire Transfer,118,18.0,0.0,2124.0,0.25
PM00867,R001,Payments,RTP / Instant,1158,0.45,0.0,521.1,0.43
PM00868,R162,Payments,Commercial Card,0,0.0,25600.0,320.0,0.0
PM00869,R131,Payments,Account Reconciliation,130,0.05,0.0,6.5,0.41
PM00870,R268,Payments,Wire Transfer,18,18.0,0.0,324.0,0.37
PM00871,R306,Payments,Remote Deposit Capture,93,0.2,0.0,18.6,0.16
PM00872,R003,Payments,Positive Pay,7503,0.08,0.0,600.24,0.08
PM00873,R008,Payments,Remote Deposit Capture,1205,0.2,0.0,241.0,0.13
PM00874,R271,Payments,Commercial Card,0,0.0,120300.0,1503.75,0.0
PM00875,R395,Payments,Wire Transfer,9,18.0,0.0,162.0,0.43
PM00876,R339,Payments,ACH Origination,896,0.12,0.0,107.52,0.09
PM00877,R003,Payments,Remote Deposit Capture,1281,0.2,0.0,256.2,0.1
PM00878,R119,Payments,Commercial Card,0,0.0,108800.0,1360.0,0.0
PM00879,R280,Payments,Account Reconciliation,170,0.05,0.0,8.5,0.25
PM00880,R415,Payments,ACH Origination,1915,0.12,0.0,229.8,0.25
PM00881,R010,Payments,Wire Transfer,97,18.0,0.0,1746.0,0.41
PM00882,R498,Payments,Account Reconciliation,451,0.05,0.0,22.55,0.25
PM00883,R256,Payments,Account Reconciliation,100,0.05,0.0,5.0,0.26
PM00884,R471,Payments,RTP / Instant,296,0.45,0.0,133.2,0.3
PM00885,R467,Payments,Remote Deposit Capture,135,0.2,0.0,27.0,0.23
PM00886,R104,Payments,Wire Transfer,18,18.0,0.0,324.0,0.26
PM00887,R002,Payments,RTP / Instant,1645,0.45,0.0,740.25,0.34
PM00888,R295,Payments,Wire Transfer,14,18.0,0.0,252.0,0.41
PM00889,R003,Payments,Positive Pay,6184,0.08,0.0,494.72,0.42
PM00890,R163,Payments,Lockbox,570,0.65,0.0,370.5,0.3
PM00891,R448,Payments,Positive Pay,2719,0.08,0.0,217.52,0.12
PM00892,R296,Payments,RTP / Instant,41,0.45,0.0,18.45,0.39
PM00893,R287,Payments,Positive Pay,88,0.08,0.0,7.04,0.31
PM00894,R034,Payments,Lockbox,1440,0.65,0.0,936.0,0.17
PM00895,R448,Payments,RTP / Instant,244,0.45,0.0,109.8,0.28
PM00896,R104,Payments,Account Reconciliation,100,0.05,0.0,5.0,0.19
PM00897,R105,Payments,Account Reconciliation,882,0.05,0.0,44.1,0.38
PM00898,R421,Payments,ACH Origination,1026,0.12,0.0,123.12,0.15
PM00899,R266,Payments,RTP / Instant,157,0.45,0.0,70.65,0.2
PM00900,R407,Payments,RTP / Instant,171,0.45,0.0,76.95,0.36
PM00901,R443,Payments,RTP / Instant,90,0.45,0.0,40.5,0.09
PM00902,R096,Payments,ACH Origination,8475,0.12,0.0,1017.0,0.25
PM00903,R004,Payments,Lockbox,712,0.65,0.0,462.8,0.2
PM00904,R003,Payments,Commercial Card,0,0.0,2188500.0,27356.25,0.0
PM00905,R009,Payments,RTP / Instant,1118,0.45,0.0,503.1,0.05
PM00906,R210,Payments,Positive Pay,453,0.08,0.0,36.24,0.01
PM00907,R312,Payments,ACH Origination,391,0.12,0.0,46.92,0.28
PM00908,R060,Payments,Account Reconciliation,504,0.05,0.0,25.2,0.25
PM00909,R339,Payments,Positive Pay,165,0.08,0.0,13.2,0.42
PM00910,R008,Payments,Commercial Card,0,0.0,2185900.0,27323.75,0.0
PM00911,R059,Payments,Lockbox,341,0.65,0.0,221.65,0.02
PM00912,R048,Payments,Commercial Card,0,0.0,198600.0,2482.5,0.0
PM00913,R488,Payments,Positive Pay,624,0.08,0.0,49.92,0.02
PM00914,R390,Payments,Wire Transfer,12,18.0,0.0,216.0,0.12
PM00915,R467,Payments,Wire Transfer,18,18.0,0.0,324.0,0.3
PM00916,R284,Payments,Account Reconciliation,470,0.05,0.0,23.5,0.21
PM00917,R007,Payments,RTP / Instant,642,0.45,0.0,288.9,0.15
PM00918,R464,Payments,ACH Origination,2004,0.12,0.0,240.48,0.36
PM00919,R008,Payments,Positive Pay,7849,0.08,0.0,627.92,0.15
PM00920,R014,Payments,Commercial Card,0,0.0,346200.0,4327.5,0.0
PM00921,R047,Payments,Account Reconciliation,937,0.05,0.0,46.85,0.13
PM00922,R169,Payments,Account Reconciliation,157,0.05,0.0,7.85,0.43
PM00923,R260,Payments,Remote Deposit Capture,872,0.2,0.0,174.4,0.11
PM00924,R373,Payments,Wire Transfer,11,18.0,0.0,198.0,0.16
PM00925,R006,Payments,Commercial Card,0,0.0,2432900.0,30411.25,0.0
PM00926,R115,Payments,RTP / Instant,59,0.45,0.0,26.55,0.29
PM00927,R500,Payments,Remote Deposit Capture,165,0.2,0.0,33.0,0.12
PM00928,R027,Payments,Wire Transfer,16,18.0,0.0,288.0,0.09
PM00929,R007,Payments,Commercial Card,0,0.0,632200.0,7902.5,0.0
PM00930,R255,Payments,Account Reconciliation,771,0.05,0.0,38.55,0.34
PM00931,R400,Payments,Positive Pay,1050,0.08,0.0,84.0,0.27
PM00932,R277,Payments,Lockbox,474,0.65,0.0,308.1,0.22
PM00933,R236,Payments,Lockbox,103,0.65,0.0,66.95,0.44
PM00934,R205,Payments,RTP / Instant,382,0.45,0.0,171.9,0.13
PM00935,R004,Payments,ACH Origination,5192,0.12,0.0,623.04,0.21
PM00936,R494,Payments,Positive Pay,355,0.08,0.0,28.4,0.09
PM00937,R284,Payments,Positive Pay,3195,0.08,0.0,255.6,0.23
PM00938,R419,Payments,Commercial Card,0,0.0,638000.0,7975.0,0.0
PM00939,R107,Payments,ACH Origination,931,0.12,0.0,111.72,0.35
PM00940,R002,Payments,Commercial Card,0,0.0,443400.0,5542.5,0.0
PM00941,R045,Payments,RTP / Instant,198,0.45,0.0,89.1,0.06
PM00942,R210,Payments,Commercial Card,0,0.0,174700.0,2183.75,0.0
PM00943,R014,Payments,Lockbox,489,0.65,0.0,317.85,0.12
PM00944,R449,Payments,Remote Deposit Capture,66,0.2,0.0,13.2,0.11
PM00945,R249,Payments,ACH Origination,933,0.12,0.0,111.96,0.41
PM00946,R433,Payments,RTP / Instant,195,0.45,0.0,87.75,0.3
PM00947,R002,Payments,Commercial Card,0,0.0,3275400.0,40942.5,0.0
PM00948,R230,Payments,Wire Transfer,17,18.0,0.0,306.0,0.13
PM00949,R194,Payments,RTP / Instant,57,0.45,0.0,25.65,0.02
PM00950,R215,Payments,Commercial Card,0,0.0,124000.0,1550.0,0.0
PM00951,R460,Payments,Positive Pay,2534,0.08,0.0,202.72,0.11
PM00952,R063,Payments,Wire Transfer,7,18.0,0.0,126.0,0.33
PM00953,R200,Payments,RTP / Instant,234,0.45,0.0,105.3,0.1
PM00954,R015,Payments,Commercial Card,0,0.0,60900.0,761.25,0.0
PM00955,R180,Payments,ACH Origination,1265,0.12,0.0,151.8,0.21
PM00956,R498,Payments,Remote Deposit Capture,108,0.2,0.0,21.6,0.13
PM00957,R392,Payments,Lockbox,1128,0.65,0.0,733.2,0.11
PM00958,R220,Payments,Lockbox,396,0.65,0.0,257.4,0.14
PM00959,R006,Payments,Commercial Card,0,0.0,3765900.0,47073.75,0.0
PM00960,R443,Payments,Wire Transfer,27,18.0,0.0,486.0,0.2
PM00961,R227,Payments,Positive Pay,4260,0.08,0.0,340.8,0.26
PM00962,R234,Payments,Remote Deposit Capture,282,0.2,0.0,56.4,0.24
PM00963,R035,Payments,Remote Deposit Capture,140,0.2,0.0,28.0,0.27
PM00964,R469,Payments,Lockbox,192,0.65,0.0,124.8,0.06
PM00965,R003,Payments,Remote Deposit Capture,378,0.2,0.0,75.6,0.03
PM00966,R363,Payments,ACH Origination,1104,0.12,0.0,132.48,0.42
PM00967,R475,Payments,Remote Deposit Capture,43,0.2,0.0,8.6,0.1
PM00968,R038,Payments,Lockbox,1330,0.65,0.0,864.5,0.37
PM00969,R142,Payments,RTP / Instant,101,0.45,0.0,45.45,0.03
PM00970,R139,Payments,ACH Origination,1388,0.12,0.0,166.56,0.3
PM00971,R470,Payments,Positive Pay,352,0.08,0.0,28.16,0.27
PM00972,R208,Payments,ACH Origination,549,0.12,0.0,65.88,0.21
PM00973,R282,Payments,Commercial Card,0,0.0,228300.0,2853.75,0.0
PM00974,R211,Payments,ACH Origination,6286,0.12,0.0,754.32,0.39
PM00975,R369,Payments,Positive Pay,3128,0.08,0.0,250.24,0.32
PM00976,R001,Payments,Lockbox,488,0.65,0.0,317.2,0.29
PM00977,R484,Payments,Remote Deposit Capture,914,0.2,0.0,182.8,0.42
PM00978,R004,Payments,Lockbox,1523,0.65,0.0,989.95,0.03
PM00979,R310,Payments,RTP / Instant,209,0.45,0.0,94.05,0.34
PM00980,R004,Payments,Commercial Card,0,0.0,632700.0,7908.75,0.0
PM00981,R103,Payments,Account Reconciliation,1315,0.05,0.0,65.75,0.44
PM00982,R003,Payments,Positive Pay,4293,0.08,0.0,343.44,0.08
PM00983,R416,Payments,Account Reconciliation,282,0.05,0.0,14.1,0.36
PM00984,R006,Payments,Account Reconciliation,2559,0.05,0.0,127.95,0.03
PM00985,R003,Payments,Lockbox,1096,0.65,0.0,712.4,0.31
PM00986,R210,Payments,Account Reconciliation,122,0.05,0.0,6.1,0.29
PM00987,R259,Payments,Account Reconciliation,136,0.05,0.0,6.8,0.21
PM00988,R006,Payments,Wire Transfer,139,18.0,0.0,2502.0,0.16
PM00989,R222,Payments,Lockbox,500,0.65,0.0,325.0,0.11
PM00990,R006,Payments,ACH Origination,26665,0.12,0.0,3199.8,0.16
PM00991,R276,Payments,Account Reconciliation,1160,0.05,0.0,58.0,0.04
PM00992,R253,Payments,Commercial Card,0,0.0,235800.0,2947.5,0.0
PM00993,R440,Payments,ACH Origination,18747,0.12,0.0,2249.64,0.23
PM00994,R476,Payments,ACH Origination,2375,0.12,0.0,285.0,0.23
PM00995,R452,Payments,Positive Pay,822,0.08,0.0,65.76,0.26
PM00996,R195,Payments,Lockbox,79,0.65,0.0,51.35,0.33
PM00997,R001,Payments,ACH Origination,14694,0.12,0.0,1763.28,0.05
PM00998,R103,Payments,ACH Origination,1860,0.12,0.0,223.2,0.38
PM00999,R383,Payments,Account Reconciliation,1413,0.05,0.0,70.65,0.16
PM01000,R326,Payments,Lockbox,111,0.65,0.0,72.15,0.09
PM01001,R151,Payments,Account Reconciliation,215,0.05,0.0,10.75,0.08
PM01002,R007,Payments,Lockbox,1056,0.65,0.0,686.4,0.36
PM01003,R003,Payments,Remote Deposit Capture,778,0.2,0.0,155.6,0.22
PM01004,R322,Payments,Account Reconciliation,1578,0.05,0.0,78.9,0.12
PM01005,R140,Payments,Remote Deposit Capture,364,0.2,0.0,72.8,0.42
PM01006,R280,Payments,Commercial Card,0,0.0,231700.0,2896.25,0.0
PM01007,R310,Payments,ACH Origination,2439,0.12,0.0,292.68,0.29
PM01008,R382,Payments,Lockbox,207,0.65,0.0,134.55,0.11
PM01009,R233,Payments,ACH Origination,2489,0.12,0.0,298.68,0.18
PM01010,R275,Payments,Positive Pay,1788,0.08,0.0,143.04,0.14
PM01011,R364,Payments,Lockbox,122,0.65,0.0,79.3,0.11
PM01012,R029,Payments,Positive Pay,595,0.08,0.0,47.6,0.4
PM01013,R215,Payments,Remote Deposit Capture,393,0.2,0.0,78.6,0.06
PM01014,R003,Payments,Wire Transfer,22,18.0,0.0,396.0,0.04
PM01015,R234,Payments,Account Reconciliation,861,0.05,0.0,43.05,0.17
PM01016,R009,Payments,Account Reconciliation,6389,0.05,0.0,319.45,0.3
PM01017,R290,Payments,Lockbox,80,0.65,0.0,52.0,0.14
PM01018,R469,Payments,Lockbox,118,0.65,0.0,76.7,0.09
PM01019,R198,Payments,Lockbox,515,0.65,0.0,334.75,0.02
PM01020,R008,Payments,Commercial Card,0,0.0,173500.0,2168.75,0.0
PM01021,R008,Payments,Account Reconciliation,3599,0.05,0.0,179.95,0.33
PM01022,R359,Payments,ACH Origination,2000,0.12,0.0,240.0,0.29
PM01023,R354,Payments,Remote Deposit Capture,157,0.2,0.0,31.4,0.33
PM01024,R049,Payments,ACH Origination,700,0.12,0.0,84.0,0.38
PM01025,R052,Payments,Wire Transfer,11,18.0,0.0,198.0,0.12
PM01026,R488,Payments,Positive Pay,1090,0.08,0.0,87.2,0.36
PM01027,R144,Payments,ACH Origination,7002,0.12,0.0,840.24,0.05
PM01028,R277,Payments,Commercial Card,0,0.0,78200.0,977.5,0.0
PM01029,R014,Payments,Wire Transfer,10,18.0,0.0,180.0,0.25
PM01030,R014,Payments,RTP / Instant,242,0.45,0.0,108.9,0.34
PM01031,R434,Payments,Positive Pay,276,0.08,0.0,22.08,0.22
PM01032,R093,Payments,Remote Deposit Capture,341,0.2,0.0,68.2,0.18
PM01033,R339,Payments,Wire Transfer,10,18.0,0.0,180.0,0.32
PM01034,R004,Payments,Account Reconciliation,1490,0.05,0.0,74.5,0.15
PM01035,R196,Payments,Commercial Card,0,0.0,569200.0,7115.0,0.0
PM01036,R389,Payments,Positive Pay,629,0.08,0.0,50.32,0.0
PM01037,R130,Payments,Remote Deposit Capture,389,0.2,0.0,77.8,0.38
PM01038,R469,Payments,Commercial Card,0,0.0,104600.0,1307.5,0.0
PM01039,R332,Payments,Account Reconciliation,442,0.05,0.0,22.1,0.28
PM01040,R034,Payments,Positive Pay,3230,0.08,0.0,258.4,0.38
PM01041,R064,Payments,Lockbox,189,0.65,0.0,122.85,0.31
PM01042,R370,Payments,RTP / Instant,41,0.45,0.0,18.45,0.21
PM01043,R189,Payments,RTP / Instant,104,0.45,0.0,46.8,0.23
PM01044,R402,Payments,ACH Origination,667,0.12,0.0,80.04,0.2
PM01045,R001,Payments,RTP / Instant,261,0.45,0.0,117.45,0.02
PM01046,R003,Payments,Account Reconciliation,1868,0.05,0.0,93.4,0.35
PM01047,R302,Payments,RTP / Instant,377,0.45,0.0,169.65,0.43
PM01048,R120,Payments,Lockbox,565,0.65,0.0,367.25,0.32
PM01049,R285,Payments,Lockbox,165,0.65,0.0,107.25,0.4
PM01050,R210,Payments,Account Reconciliation,541,0.05,0.0,27.05,0.39
PM01051,R397,Payments,Positive Pay,2496,0.08,0.0,199.68,0.16
PM01052,R159,Payments,RTP / Instant,43,0.45,0.0,19.35,0.16
PM01053,R213,Payments,Remote Deposit Capture,1343,0.2,0.0,268.6,0.21
PM01054,R184,Payments,ACH Origination,5080,0.12,0.0,609.6,0.04
PM01055,R250,Payments,Wire Transfer,31,18.0,0.0,558.0,0.02
PM01056,R415,Payments,Wire Transfer,11,18.0,0.0,198.0,0.0
PM01057,R151,Payments,ACH Origination,375,0.12,0.0,45.0,0.24
PM01058,R225,Payments,Wire Transfer,15,18.0,0.0,270.0,0.24
PM01059,R281,Payments,Commercial Card,0,0.0,346300.0,4328.75,0.0
PM01060,R436,Payments,Commercial Card,0,0.0,1836800.0,22960.0,0.0
PM01061,R021,Payments,ACH Origination,547,0.12,0.0,65.64,0.33
PM01062,R387,Payments,ACH Origination,1502,0.12,0.0,180.24,0.24
PM01063,R001,Payments,Remote Deposit Capture,1534,0.2,0.0,306.8,0.35
PM01064,R250,Payments,Account Reconciliation,443,0.05,0.0,22.15,0.09
PM01065,R134,Payments,Account Reconciliation,232,0.05,0.0,11.6,0.26
PM01066,R278,Payments,Commercial Card,0,0.0,703900.0,8798.75,0.0
PM01067,R497,Payments,Lockbox,208,0.65,0.0,135.2,0.43
PM01068,R424,Payments,RTP / Instant,71,0.45,0.0,31.95,0.42
PM01069,R224,Payments,RTP / Instant,45,0.45,0.0,20.25,0.15
PM01070,R002,Payments,Positive Pay,4288,0.08,0.0,343.04,0.07
PM01071,R312,Payments,ACH Origination,865,0.12,0.0,103.8,0.07
PM01072,R413,Payments,Remote Deposit Capture,49,0.2,0.0,9.8,0.08
PM01073,R452,Payments,Remote Deposit Capture,45,0.2,0.0,9.0,0.28
PM01074,R298,Payments,ACH Origination,484,0.12,0.0,58.08,0.08
PM01075,R063,Payments,Positive Pay,521,0.08,0.0,41.68,0.08
PM01076,R428,Payments,RTP / Instant,217,0.45,0.0,97.65,0.18
PM01077,R054,Payments,Lockbox,203,0.65,0.0,131.95,0.36
PM01078,R002,Payments,Lockbox,1575,0.65,0.0,1023.75,0.06
PM01079,R158,Payments,Positive Pay,470,0.08,0.0,37.6,0.07
PM01080,R002,Payments,Remote Deposit Capture,1587,0.2,0.0,317.4,0.03
PM01081,R170,Payments,Commercial Card,0,0.0,84900.0,1061.25,0.0
PM01082,R290,Payments,Remote Deposit Capture,191,0.2,0.0,38.2,0.07
PM01083,R489,Payments,RTP / Instant,159,0.45,0.0,71.55,0.36
PM01084,R439,Payments,Account Reconciliation,859,0.05,0.0,42.95,0.44
