account_id,relationship_id,product,sub_type,commitment,utilization,balance,tenor_yrs,rate_type,spread,unused_fee,orig_fee_pct,rating,collateral,remaining_yrs
RV01002,R378,Revolver,Corporate RCF,308000.0,0.476,146600.0,5.0,Floating,0.0284,0.0015,0.005,8,Unsecured,1.87
RV01003,R303,Revolver,Corporate RCF,1156000.0,0.475,549600.0,5.0,Floating,0.0168,0.0015,0.001,3,Senior Secured,2.16
RV01004,R326,Revolver,ABL Revolver,724000.0,0.156,112700.0,1.0,Floating,0.0178,0.002,0.005,3,Unsecured,0.42
RV01005,R080,Revolver,Working Capital Line,5955000.0,0.662,3942000.0,3.0,Floating,0.0195,0.0035,0.0025,4,Unsecured,1.14
RV01006,R003,Revolver,ABL Revolver,3858000.0,0.807,3114000.0,3.0,Floating,0.0167,0.0025,0.001,5,Unsecured,0.64
RV01007,R054,Revolver,ABL Revolver,1534000.0,0.387,593600.0,2.0,Floating,0.0215,0.002,0.005,5,Senior Secured,1.72
RV01008,R475,Revolver,Corporate RCF,3859000.0,0.413,1594800.0,2.0,Floating,0.022,0.002,0.001,6,Senior Secured,1.26
RV01009,R096,Revolver,ABL Revolver,3379000.0,0.352,1189800.0,5.0,Floating,0.0229,0.0015,0.001,6,Unsecured,3.36
RV01010,R409,Revolver,Working Capital Line,1787000.0,0.506,904700.0,1.0,Floating,0.0212,0.0025,0.005,4,Unsecured,0.59
RV01011,R413,Revolver,ABL Revolver,1475000.0,0.073,107600.0,3.0,Floating,0.0183,0.0025,0.005,5,Senior Secured,0.9
RV01012,R423,Revolver,Working Capital Line,4864000.0,0.362,1760000.0,1.0,Floating,0.0222,0.0025,0.001,4,Senior Secured,0.55
RV01013,R007,Revolver,ABL Revolver,10261000.0,0.58,5948900.0,2.0,Floating,0.0214,0.002,0.005,6,Unsecured,0.87
RV01014,R252,Revolver,ABL Revolver,1655000.0,0.242,400400.0,5.0,Floating,0.0198,0.002,0.005,5,Unsecured,4.57
RV01015,R007,Revolver,ABL Revolver,7108000.0,0.647,4598600.0,3.0,Floating,0.0261,0.0015,0.005,8,Unsecured,2.28
RV01016,R012,Revolver,Corporate RCF,1317000.0,0.823,1083400.0,3.0,Floating,0.0193,0.002,0.0025,5,Unsecured,0.99
RV01017,R457,Revolver,Working Capital Line,891000.0,0.656,584400.0,1.0,Floating,0.028,0.0015,0.005,8,Senior Secured,0.76
RV01018,R008,Revolver,Working Capital Line,22969000.0,0.389,8942400.0,5.0,Floating,0.0215,0.002,0.001,6,Unsecured,3.19
RV01019,R016,Revolver,Working Capital Line,1067000.0,0.509,542700.0,1.0,Floating,0.0228,0.002,0.005,6,Unsecured,0.27
RV01020,R253,Revolver,Working Capital Line,1725000.0,0.272,468900.0,3.0,Floating,0.016,0.0035,0.005,4,Senior Secured,0.77
RV01021,R005,Revolver,Working Capital Line,10680000.0,0.884,9436100.0,1.0,Floating,0.02,0.0025,0.0025,6,Senior Secured,0.32
RV01022,R211,Revolver,Working Capital Line,6039000.0,0.14,846000.0,3.0,Floating,0.0209,0.002,0.0025,6,Senior Secured,2.55
RV01023,R003,Revolver,Working Capital Line,4621000.0,0.777,3588500.0,3.0,Floating,0.0184,0.0015,0.0025,6,Senior Secured,2.59
RV01024,R250,Revolver,Corporate RCF,433000.0,0.634,274400.0,2.0,Floating,0.0097,0.0015,0.001,2,Unsecured,1.37
RV01025,R350,Revolver,Corporate RCF,1239000.0,0.206,255800.0,3.0,Floating,0.0296,0.0015,0.001,7,Senior Secured,0.64
RV01026,R410,Revolver,Corporate RCF,677000.0,0.57,386200.0,2.0,Floating,0.0243,0.002,0.0025,6,Unsecured,0.91
RV01027,R202,Revolver,Working Capital Line,873000.0,0.393,343400.0,3.0,Floating,0.0135,0.002,0.001,2,Senior Secured,1.56
RV01028,R087,Revolver,ABL Revolver,15134000.0,0.355,5378900.0,3.0,Floating,0.0179,0.0015,0.0025,4,Senior Secured,1.28
RV01029,R308,Revolver,ABL Revolver,432000.0,0.332,143300.0,5.0,Floating,0.0245,0.0025,0.0025,6,Senior Secured,3.32
RV01030,R181,Revolver,ABL Revolver,360000.0,0.34,122600.0,1.0,Floating,0.0203,0.0025,0.005,4,Senior Secured,0.25
RV01031,R066,Revolver,Working Capital Line,2126000.0,0.472,1002600.0,1.0,Floating,0.0215,0.0035,0.001,5,Unsecured,0.22
RV01032,R383,Revolver,Working Capital Line,2722000.0,0.73,1987500.0,1.0,Floating,0.024,0.0035,0.005,5,Senior Secured,0.67
RV01033,R318,Revolver,Working Capital Line,125000.0,0.082,10300.0,1.0,Floating,0.0178,0.0015,0.001,4,Unsecured,0.41
RV01034,R194,Revolver,Working Capital Line,2526000.0,0.158,399600.0,3.0,Floating,0.0135,0.0025,0.0025,2,Unsecured,2.25
RV01035,R297,Revolver,Working Capital Line,388000.0,0.113,43700.0,1.0,Floating,0.0249,0.0035,0.005,6,Senior Secured,0.82
RV01036,R202,Revolver,Corporate RCF,3355000.0,0.617,2069600.0,1.0,Floating,0.016,0.0035,0.0025,4,Senior Secured,0.69
RV01037,R428,Revolver,ABL Revolver,1439000.0,0.418,600900.0,1.0,Floating,0.0208,0.0025,0.001,5,Unsecured,0.99
RV01038,R481,Revolver,ABL Revolver,15879000.0,0.192,3052100.0,3.0,Floating,0.0114,0.0015,0.005,3,Senior Secured,2.14
RV01039,R002,Revolver,Working Capital Line,8216000.0,0.358,2944200.0,3.0,Floating,0.0135,0.0035,0.001,3,Senior Secured,2.45
RV01040,R009,Revolver,Working Capital Line,3883000.0,0.482,1871800.0,2.0,Floating,0.0157,0.0035,0.001,4,Unsecured,1.43
RV01041,R490,Revolver,Working Capital Line,2016000.0,0.19,382100.0,5.0,Floating,0.0144,0.0025,0.005,3,Senior Secured,4.22
RV01042,R399,Revolver,Corporate RCF,2866000.0,0.398,1140800.0,1.0,Floating,0.0199,0.0035,0.0025,5,Unsecured,0.51
RV01043,R108,Revolver,ABL Revolver,1034000.0,0.453,468300.0,3.0,Floating,0.0301,0.002,0.001,8,Senior Secured,1.64
RV01044,R324,Revolver,Working Capital Line,1308000.0,0.047,61100.0,1.0,Floating,0.0189,0.0025,0.005,5,Unsecured,0.47
RV01045,R241,Revolver,Corporate RCF,880000.0,0.549,483300.0,5.0,Floating,0.0244,0.0035,0.0025,5,Unsecured,3.31
RV01046,R293,Revolver,Working Capital Line,255000.0,0.684,174300.0,1.0,Floating,0.0358,0.0025,0.001,10,Senior Secured,0.5
RV01047,R039,Revolver,Working Capital Line,1947000.0,0.512,996100.0,5.0,Floating,0.0247,0.0025,0.001,7,Senior Secured,4.95
RV01048,R293,Revolver,ABL Revolver,1521000.0,0.323,491800.0,3.0,Floating,0.036,0.0035,0.005,10,Senior Secured,2.05
RV01049,R078,Revolver,Working Capital Line,482000.0,0.374,180100.0,3.0,Floating,0.0227,0.0035,0.005,5,Senior Secured,1.41
RV01050,R103,Revolver,ABL Revolver,4844000.0,0.251,1213700.0,3.0,Floating,0.0242,0.0025,0.005,6,Unsecured,1.82
RV01051,R005,Revolver,Working Capital Line,7557000.0,0.503,3801400.0,2.0,Floating,0.0201,0.0035,0.0025,6,Unsecured,1.65
RV01052,R200,Revolver,Working Capital Line,2173000.0,0.602,1307400.0,1.0,Floating,0.0224,0.002,0.005,4,Unsecured,0.84
RV01053,R463,Revolver,Corporate RCF,2582000.0,0.243,626400.0,5.0,Floating,0.0248,0.0025,0.0025,6,Unsecured,3.55
RV01054,R473,Revolver,Working Capital Line,184000.0,0.416,76500.0,3.0,Floating,0.021,0.0025,0.001,6,Senior Secured,0.61
RV01055,R030,Revolver,ABL Revolver,480000.0,0.353,169400.0,1.0,Floating,0.0323,0.0025,0.001,9,Senior Secured,0.89
RV01056,R439,Revolver,Corporate RCF,8016000.0,0.56,4492500.0,1.0,Floating,0.0203,0.0015,0.0025,5,Unsecured,0.93
RV01057,R211,Revolver,Working Capital Line,13726000.0,0.545,7481800.0,2.0,Floating,0.0207,0.002,0.005,5,Senior Secured,1.79
RV01058,R444,Revolver,Working Capital Line,6897000.0,0.414,2856300.0,3.0,Floating,0.0155,0.0015,0.001,4,Senior Secured,2.21
RV01059,R274,Revolver,Working Capital Line,922000.0,0.197,181200.0,3.0,Floating,0.0208,0.0025,0.001,5,Senior Secured,0.67
RV01060,R483,Revolver,Corporate RCF,1331000.0,0.253,336400.0,3.0,Floating,0.0134,0.0035,0.0025,3,Senior Secured,2.88
RV01061,R486,Revolver,Corporate RCF,1839000.0,0.372,684700.0,1.0,Floating,0.02,0.0025,0.0025,5,Unsecured,0.25
RV01062,R083,Revolver,ABL Revolver,8330000.0,0.504,4197800.0,5.0,Floating,0.0243,0.0035,0.001,6,Senior Secured,1.6
RV01063,R153,Revolver,Working Capital Line,1168000.0,0.697,814000.0,1.0,Floating,0.0253,0.0025,0.001,7,Unsecured,0.7
RV01064,R416,Revolver,Working Capital Line,2028000.0,0.799,1620000.0,2.0,Floating,0.0201,0.002,0.005,5,Unsecured,1.14
RV01065,R205,Revolver,Working Capital Line,1333000.0,0.182,242600.0,5.0,Floating,0.0223,0.0015,0.001,5,Unsecured,4.02
RV01066,R348,Revolver,Working Capital Line,1410000.0,0.676,952800.0,3.0,Floating,0.0133,0.0015,0.001,3,Unsecured,2.12
RV01067,R343,Revolver,Working Capital Line,386000.0,0.403,155600.0,3.0,Floating,0.0166,0.0035,0.001,4,Unsecured,0.61
RV01068,R499,Revolver,Working Capital Line,655000.0,0.83,543900.0,5.0,Floating,0.021,0.0035,0.0025,6,Senior Secured,3.57
RV01069,R005,Revolver,ABL Revolver,4588000.0,0.329,1507600.0,1.0,Floating,0.017,0.002,0.001,5,Unsecured,0.89
RV01070,R363,Revolver,Corporate RCF,302000.0,0.052,15600.0,1.0,Floating,0.0238,0.0035,0.005,6,Unsecured,0.88
RV01071,R249,Revolver,Working Capital Line,199000.0,0.349,69400.0,1.0,Floating,0.0164,0.0015,0.001,3,Unsecured,0.33
RV01072,R403,Revolver,Working Capital Line,602000.0,0.532,320200.0,1.0,Floating,0.0191,0.0035,0.001,5,Senior Secured,0.48
RV01073,R004,Revolver,Corporate RCF,5792000.0,0.095,547700.0,3.0,Floating,0.0179,0.0015,0.001,4,Senior Secured,0.89
RV01074,R045,Revolver,Corporate RCF,969000.0,0.643,622900.0,3.0,Floating,0.0293,0.0025,0.0025,8,Unsecured,2.4
RV01075,R010,Revolver,Corporate RCF,12111000.0,0.319,3858600.0,2.0,Floating,0.018,0.0015,0.005,6,Unsecured,1.4
RV01076,R079,Revolver,Working Capital Line,1044000.0,0.615,642600.0,3.0,Floating,0.021,0.0025,0.001,5,Senior Secured,1.76
RV01077,R203,Revolver,ABL Revolver,699000.0,0.37,258800.0,2.0,Floating,0.0231,0.002,0.0025,5,Senior Secured,0.88
RV01078,R051,Revolver,ABL Revolver,387000.0,0.635,245600.0,1.0,Floating,0.0169,0.0025,0.0025,5,Senior Secured,0.83
RV01079,R499,Revolver,Corporate RCF,1941000.0,0.517,1003100.0,2.0,Floating,0.0247,0.0015,0.0025,5,Unsecured,1.67
RV01080,R060,Revolver,Corporate RCF,804000.0,0.386,310500.0,3.0,Floating,0.0251,0.002,0.0025,7,Unsecured,1.78
RV01081,R051,Revolver,Working Capital Line,596000.0,0.355,211500.0,2.0,Floating,0.0146,0.0015,0.001,4,Unsecured,0.6
RV01082,R006,Revolver,Working Capital Line,6210000.0,0.628,3899000.0,5.0,Floating,0.0191,0.0025,0.0025,5,Unsecured,2.86
RV01083,R115,Revolver,Working Capital Line,456000.0,0.386,175900.0,5.0,Floating,0.0196,0.0015,0.001,4,Senior Secured,4.58
RV01084,R436,Revolver,Working Capital Line,1640000.0,0.343,562700.0,3.0,Floating,0.0145,0.0035,0.0025,3,Senior Secured,2.0
RV01085,R262,Revolver,ABL Revolver,531000.0,0.399,211900.0,3.0,Floating,0.0185,0.0015,0.005,4,Senior Secured,2.41
RV01086,R004,Revolver,Working Capital Line,5671000.0,0.199,1129800.0,3.0,Floating,0.0198,0.0025,0.005,4,Senior Secured,1.31
RV01087,R384,Revolver,Working Capital Line,1590000.0,0.121,192100.0,5.0,Floating,0.0155,0.0035,0.001,3,Unsecured,2.37
RV01088,R106,Revolver,Corporate RCF,1271000.0,0.757,962000.0,3.0,Floating,0.0211,0.002,0.001,3,Unsecured,0.88
RV01089,R404,Revolver,Working Capital Line,3546000.0,0.119,423300.0,2.0,Floating,0.026,0.0025,0.005,6,Senior Secured,0.95
RV01090,R005,Revolver,Working Capital Line,21856000.0,0.428,9357000.0,1.0,Floating,0.0182,0.0035,0.001,5,Senior Secured,0.34
RV01091,R308,Revolver,ABL Revolver,5127000.0,0.709,3635100.0,5.0,Floating,0.0297,0.0015,0.0025,8,Unsecured,3.16
RV01092,R110,Revolver,ABL Revolver,1458000.0,0.183,266700.0,2.0,Floating,0.0229,0.0025,0.0025,6,Senior Secured,1.03
RV01093,R187,Revolver,ABL Revolver,1437000.0,0.533,766300.0,3.0,Floating,0.0156,0.0025,0.0025,3,Senior Secured,2.61
RV01094,R183,Revolver,Working Capital Line,1705000.0,0.404,689100.0,5.0,Floating,0.0218,0.0025,0.001,5,Unsecured,2.53
RV01095,R457,Revolver,Working Capital Line,5561000.0,0.33,1833700.0,2.0,Floating,0.0283,0.0025,0.005,8,Unsecured,0.74
RV01096,R149,Revolver,Working Capital Line,488000.0,0.419,204400.0,2.0,Floating,0.0179,0.002,0.001,5,Senior Secured,0.53
RV01097,R034,Revolver,Working Capital Line,704000.0,0.133,93600.0,1.0,Floating,0.0177,0.0025,0.005,3,Senior Secured,0.4
RV01098,R469,Revolver,Working Capital Line,3481000.0,0.152,530600.0,2.0,Floating,0.0254,0.002,0.001,6,Senior Secured,1.52
RV01099,R155,Revolver,Working Capital Line,286000.0,0.23,65700.0,3.0,Floating,0.0235,0.002,0.005,7,Senior Secured,2.1
RV01100,R341,Revolver,Corporate RCF,1308000.0,0.221,288500.0,2.0,Floating,0.0182,0.0035,0.005,4,Senior Secured,1.39
RV01101,R396,Revolver,ABL Revolver,399000.0,0.455,181700.0,2.0,Floating,0.0312,0.0025,0.0025,8,Senior Secured,1.77
RV01102,R179,Revolver,Working Capital Line,2429000.0,0.054,130400.0,3.0,Floating,0.0253,0.0025,0.001,6,Senior Secured,1.21
RV01103,R281,Revolver,ABL Revolver,2746000.0,0.338,928500.0,1.0,Floating,0.0137,0.0015,0.001,3,Senior Secured,0.58
RV01104,R204,Revolver,ABL Revolver,1419000.0,0.55,780800.0,1.0,Floating,0.0227,0.002,0.0025,5,Unsecured,0.33
RV01105,R225,Revolver,Working Capital Line,2706000.0,0.367,994100.0,1.0,Floating,0.0235,0.0015,0.0025,6,Senior Secured,0.38
RV01106,R120,Revolver,Corporate RCF,2661000.0,0.106,282900.0,5.0,Floating,0.0243,0.0035,0.001,6,Senior Secured,2.48
RV01107,R499,Revolver,Working Capital Line,6583000.0,0.836,5506600.0,1.0,Floating,0.0217,0.0035,0.001,6,Senior Secured,0.77
RV01108,R209,Revolver,Working Capital Line,1725000.0,0.596,1027800.0,1.0,Floating,0.0075,0.002,0.0025,3,Senior Secured,0.87
RV01109,R057,Revolver,ABL Revolver,392000.0,0.231,90500.0,2.0,Floating,0.0163,0.002,0.0025,4,Unsecured,0.89
RV01110,R289,Revolver,ABL Revolver,938000.0,0.218,204100.0,3.0,Floating,0.0246,0.0025,0.0025,6,Senior Secured,1.55
RV01111,R108,Revolver,Corporate RCF,768000.0,0.096,73800.0,3.0,Floating,0.0259,0.0015,0.0025,7,Unsecured,2.73
RV01112,R284,Revolver,Working Capital Line,703000.0,0.445,312700.0,2.0,Floating,0.0164,0.0025,0.005,3,Unsecured,1.65
RV01113,R163,Revolver,Working Capital Line,595000.0,0.643,382500.0,3.0,Floating,0.0173,0.0015,0.001,3,Senior Secured,2.26
RV01114,R377,Revolver,Corporate RCF,1248000.0,0.422,527200.0,3.0,Floating,0.02,0.0025,0.005,5,Unsecured,1.58
RV01115,R425,Revolver,Working Capital Line,253000.0,0.377,95500.0,5.0,Floating,0.017,0.0025,0.005,4,Senior Secured,2.36
RV01116,R315,Revolver,ABL Revolver,272000.0,0.142,38700.0,3.0,Floating,0.0135,0.0025,0.005,4,Senior Secured,2.34
RV01117,R192,Revolver,Working Capital Line,1940000.0,0.684,1326800.0,3.0,Floating,0.0148,0.0015,0.005,4,Senior Secured,0.82
RV01118,R034,Revolver,Working Capital Line,1339000.0,0.615,823900.0,1.0,Floating,0.0096,0.002,0.001,2,Unsecured,0.63
RV01119,R147,Revolver,Working Capital Line,1218000.0,0.376,457500.0,2.0,Floating,0.0274,0.002,0.001,7,Unsecured,0.5
RV01120,R442,Revolver,Working Capital Line,54000.0,0.099,5300.0,5.0,Floating,0.0285,0.0025,0.005,8,Unsecured,3.49
RV01121,R367,Revolver,Working Capital Line,410000.0,0.071,28900.0,1.0,Floating,0.0224,0.002,0.001,6,Unsecured,0.65
RV01122,R152,Revolver,Working Capital Line,754000.0,0.675,508900.0,2.0,Floating,0.025,0.002,0.001,7,Unsecured,0.5
RV01123,R064,Revolver,Working Capital Line,498000.0,0.487,242600.0,3.0,Floating,0.0191,0.0015,0.0025,5,Senior Secured,1.61
RV01124,R402,Revolver,ABL Revolver,1249000.0,0.381,476500.0,5.0,Floating,0.0253,0.002,0.0025,6,Unsecured,1.77
RV01125,R108,Revolver,Working Capital Line,3087000.0,0.45,1388000.0,1.0,Floating,0.0237,0.002,0.001,6,Senior Secured,0.84
RV01126,R458,Revolver,Working Capital Line,4208000.0,0.164,688300.0,5.0,Floating,0.0227,0.0015,0.0025,5,Unsecured,4.65
RV01127,R061,Revolver,Working Capital Line,2220000.0,0.328,728100.0,1.0,Floating,0.0219,0.0015,0.001,7,Senior Secured,0.45
RV01128,R083,Revolver,Corporate RCF,7174000.0,0.142,1016400.0,5.0,Floating,0.0274,0.0015,0.0025,7,Senior Secured,1.12
RV01129,R380,Revolver,Working Capital Line,1057000.0,0.458,484200.0,5.0,Floating,0.0197,0.002,0.005,5,Senior Secured,4.59
RV01130,R493,Revolver,Working Capital Line,1308000.0,0.492,643800.0,3.0,Floating,0.0145,0.0015,0.001,3,Senior Secured,2.63
RV01131,R236,Revolver,Working Capital Line,2158000.0,0.165,356000.0,5.0,Floating,0.0234,0.0015,0.001,5,Unsecured,4.19
RV01132,R475,Revolver,Working Capital Line,595000.0,0.009,5100.0,5.0,Floating,0.0199,0.0035,0.0025,5,Senior Secured,2.43
RV01133,R146,Revolver,ABL Revolver,433000.0,0.402,173900.0,5.0,Floating,0.0217,0.0035,0.001,5,Senior Secured,1.32
RV01134,R356,Revolver,Working Capital Line,4262000.0,0.412,1755400.0,3.0,Floating,0.0271,0.0025,0.001,8,Unsecured,2.94
RV01135,R233,Revolver,Working Capital Line,232000.0,0.321,74400.0,2.0,Floating,0.0292,0.0025,0.0025,8,Unsecured,1.19
RV01136,R372,Revolver,ABL Revolver,993000.0,0.541,537600.0,1.0,Floating,0.0231,0.0015,0.001,7,Unsecured,0.49
RV01137,R431,Revolver,Corporate RCF,1451000.0,0.504,730800.0,1.0,Floating,0.0262,0.0015,0.001,7,Unsecured,0.82
RV01138,R256,Revolver,Working Capital Line,1322000.0,0.303,401100.0,3.0,Floating,0.0243,0.0015,0.005,6,Senior Secured,2.21
RV01139,R177,Revolver,Working Capital Line,3220000.0,0.32,1029100.0,1.0,Floating,0.0257,0.0015,0.005,6,Senior Secured,0.23
RV01140,R155,Revolver,Working Capital Line,2232000.0,0.383,854500.0,5.0,Floating,0.0247,0.0015,0.0025,7,Senior Secured,4.83
RV01141,R003,Revolver,Working Capital Line,3204000.0,0.514,1646900.0,1.0,Floating,0.0168,0.0025,0.005,5,Senior Secured,0.64
RV01142,R446,Revolver,Working Capital Line,366000.0,0.444,162500.0,1.0,Floating,0.011,0.0035,0.005,2,Senior Secured,0.35
RV01143,R201,Revolver,ABL Revolver,4237000.0,0.174,737300.0,1.0,Floating,0.0174,0.0025,0.0025,4,Unsecured,0.21
RV01144,R179,Revolver,Corporate RCF,429000.0,0.122,52400.0,1.0,Floating,0.0244,0.002,0.001,7,Senior Secured,0.64
RV01145,R307,Revolver,Working Capital Line,512000.0,0.445,228000.0,1.0,Floating,0.0164,0.002,0.001,5,Unsecured,0.68
RV01146,R271,Revolver,Working Capital Line,166000.0,0.367,61000.0,3.0,Floating,0.0214,0.002,0.005,6,Unsecured,0.84
RV01147,R004,Revolver,Working Capital Line,9542000.0,0.355,3385900.0,1.0,Floating,0.0148,0.0015,0.005,4,Senior Secured,0.64
RV01148,R436,Revolver,Working Capital Line,10585000.0,0.073,769100.0,5.0,Floating,0.0148,0.002,0.005,3,Senior Secured,2.73
RV01149,R005,Revolver,Corporate RCF,2908000.0,0.457,1329600.0,2.0,Floating,0.022,0.0025,0.005,6,Senior Secured,1.1
RV01150,R301,Revolver,Working Capital Line,2210000.0,0.2,441600.0,3.0,Floating,0.0196,0.0015,0.001,4,Unsecured,2.94
RV01151,R002,Revolver,Corporate RCF,6962000.0,0.647,4505100.0,3.0,Floating,0.0139,0.002,0.0025,4,Senior Secured,1.31
RV01152,R206,Revolver,Working Capital Line,540000.0,0.24,129400.0,1.0,Floating,0.0231,0.002,0.0025,7,Unsecured,0.91
RV01153,R338,Revolver,Corporate RCF,1182000.0,0.133,156900.0,1.0,Floating,0.0243,0.0015,0.0025,6,Senior Secured,0.48
RV01154,R368,Revolver,Corporate RCF,1118000.0,0.618,690600.0,5.0,Floating,0.0235,0.0025,0.005,6,Unsecured,1.72
RV01155,R299,Revolver,Corporate RCF,663000.0,0.089,58800.0,3.0,Floating,0.0258,0.002,0.0025,7,Senior Secured,0.97
RV01156,R407,Revolver,Corporate RCF,1286000.0,0.171,219300.0,1.0,Floating,0.0287,0.0025,0.0025,7,Senior Secured,0.95
RV01157,R466,Revolver,Working Capital Line,4654000.0,0.777,3616300.0,3.0,Floating,0.016,0.0035,0.001,3,Senior Secured,0.66
RV01158,R246,Revolver,Working Capital Line,729000.0,0.313,227800.0,2.0,Floating,0.0181,0.002,0.0025,4,Unsecured,0.75
RV01159,R261,Revolver,ABL Revolver,570000.0,0.611,348400.0,1.0,Floating,0.021,0.002,0.0025,5,Senior Secured,0.47
RV01160,R476,Revolver,Working Capital Line,393000.0,0.065,25600.0,1.0,Floating,0.0336,0.0025,0.001,9,Unsecured,0.73
RV01161,R405,Revolver,Working Capital Line,282000.0,0.23,64800.0,3.0,Floating,0.0221,0.0015,0.005,6,Senior Secured,1.5
RV01162,R208,Revolver,ABL Revolver,960000.0,0.268,257500.0,2.0,Floating,0.0245,0.0015,0.0025,7,Unsecured,0.43
RV01163,R262,Revolver,Working Capital Line,882000.0,0.284,250400.0,3.0,Floating,0.0202,0.0015,0.0025,5,Unsecured,1.84
RV01164,R061,Revolver,ABL Revolver,172000.0,0.369,63500.0,1.0,Floating,0.0239,0.002,0.005,7,Senior Secured,0.91
RV01165,R294,Revolver,Working Capital Line,2688000.0,0.625,1680700.0,1.0,Floating,0.0234,0.0025,0.005,6,Senior Secured,0.91
RV01166,R005,Revolver,Working Capital Line,2482000.0,0.07,174700.0,1.0,Floating,0.0198,0.0015,0.001,5,Senior Secured,0.99
RV01167,R205,Revolver,Corporate RCF,891000.0,0.062,54900.0,2.0,Floating,0.0234,0.0025,0.005,6,Senior Secured,0.95
RV01168,R126,Revolver,ABL Revolver,8288000.0,0.273,2261600.0,5.0,Floating,0.0312,0.0025,0.001,9,Senior Secured,1.49
RV01169,R355,Revolver,ABL Revolver,1337000.0,0.281,376300.0,3.0,Floating,0.0156,0.0025,0.005,2,Senior Secured,0.77
RV01170,R361,Revolver,Working Capital Line,1034000.0,0.827,854900.0,1.0,Floating,0.0226,0.0025,0.0025,5,Unsecured,0.89
RV01171,R252,Revolver,Working Capital Line,548000.0,0.812,445100.0,1.0,Floating,0.0233,0.0025,0.0025,6,Senior Secured,0.8
RV01172,R088,Revolver,ABL Revolver,936000.0,0.214,199900.0,1.0,Floating,0.0181,0.002,0.005,4,Unsecured,0.7
RV01173,R005,Revolver,Working Capital Line,12193000.0,0.048,589100.0,5.0,Floating,0.0209,0.002,0.001,5,Senior Secured,2.99
RV01174,R184,Revolver,Corporate RCF,4015000.0,0.34,1365300.0,3.0,Floating,0.0139,0.0035,0.001,3,Senior Secured,1.7
RV01175,R368,Revolver,Working Capital Line,2418000.0,0.046,111700.0,5.0,Floating,0.0272,0.002,0.005,8,Senior Secured,2.98
RV01176,R295,Revolver,ABL Revolver,1072000.0,0.148,159000.0,2.0,Floating,0.0212,0.002,0.001,5,Unsecured,0.98
RV01177,R086,Revolver,ABL Revolver,808000.0,0.328,264800.0,3.0,Floating,0.0327,0.0035,0.005,9,Unsecured,1.74
RV01178,R314,Revolver,Working Capital Line,455000.0,0.785,357200.0,3.0,Floating,0.0245,0.0035,0.0025,6,Senior Secured,1.1
RV01179,R005,Revolver,Working Capital Line,13884000.0,0.508,7057500.0,3.0,Floating,0.0232,0.0035,0.001,6,Unsecured,0.88
RV01180,R005,Revolver,Corporate RCF,15670000.0,0.373,5846000.0,2.0,Floating,0.0188,0.0035,0.005,6,Senior Secured,0.74
RV01181,R359,Revolver,ABL Revolver,959000.0,0.528,506700.0,1.0,Floating,0.0179,0.002,0.005,5,Senior Secured,0.98
RV01182,R418,Revolver,Working Capital Line,3336000.0,0.312,1040300.0,2.0,Floating,0.0223,0.0035,0.001,6,Senior Secured,1.99
RV01183,R374,Revolver,Corporate RCF,1392000.0,0.613,853300.0,5.0,Floating,0.0247,0.0025,0.005,6,Unsecured,4.01
RV01184,R381,Revolver,ABL Revolver,715000.0,0.089,63400.0,1.0,Floating,0.0217,0.0035,0.0025,6,Senior Secured,0.87
RV01185,R117,Revolver,Corporate RCF,294000.0,0.453,133200.0,3.0,Floating,0.014,0.0015,0.005,4,Senior Secured,0.85
RV01186,R295,Revolver,Working Capital Line,3217000.0,0.527,1693800.0,5.0,Floating,0.0182,0.0015,0.001,4,Senior Secured,1.49
RV01187,R318,Revolver,Working Capital Line,1763000.0,0.323,569800.0,3.0,Floating,0.0196,0.0015,0.001,5,Unsecured,0.82
RV01188,R103,Revolver,Working Capital Line,13340000.0,0.36,4805100.0,2.0,Floating,0.0228,0.0035,0.005,7,Unsecured,0.5
RV01189,R242,Revolver,Corporate RCF,6196000.0,0.451,2795500.0,1.0,Floating,0.018,0.002,0.0025,4,Senior Secured,0.8
RV01190,R114,Revolver,Corporate RCF,277000.0,0.105,29100.0,3.0,Floating,0.0227,0.0015,0.001,6,Unsecured,0.74
RV01191,R101,Revolver,ABL Revolver,832000.0,0.795,661700.0,5.0,Floating,0.0269,0.0035,0.0025,6,Unsecured,4.8
RV01192,R244,Revolver,Working Capital Line,67000.0,0.184,12300.0,5.0,Floating,0.0237,0.0035,0.005,6,Unsecured,3.62
RV01193,R109,Revolver,ABL Revolver,2014000.0,0.645,1299200.0,1.0,Floating,0.0247,0.0035,0.001,6,Senior Secured,0.34
RV01194,R187,Revolver,Working Capital Line,1591000.0,0.49,779700.0,5.0,Floating,0.0151,0.0025,0.005,3,Senior Secured,4.27
RV01195,R180,Revolver,Working Capital Line,962000.0,0.091,87600.0,2.0,Floating,0.0111,0.0025,0.001,2,Senior Secured,1.72
RV01196,R498,Revolver,Working Capital Line,292000.0,0.161,46900.0,3.0,Floating,0.0141,0.0025,0.005,3,Unsecured,1.95
RV01197,R303,Revolver,Working Capital Line,813000.0,0.181,147100.0,1.0,Floating,0.0229,0.0025,0.005,5,Senior Secured,0.27
RV01198,R349,Revolver,Working Capital Line,1041000.0,0.266,277300.0,1.0,Floating,0.0222,0.0025,0.0025,5,Senior Secured,0.52
