account_id,relationship_id,product,sub_type,deposit_type,balance,rate_paid,tenor_yrs
DP00669,R244,Deposit,Analyzed DDA,Operating,1386600.0,0.0051,0.0
DP00670,R165,Deposit,Commercial CD,Time Deposit,783500.0,0.036,0.5
DP00671,R210,Deposit,Analyzed DDA,Operating,320500.0,0.0023,0.0
DP00672,R443,Deposit,Analyzed DDA,Operating,375500.0,0.0003,0.0
DP00673,R487,Deposit,Analyzed DDA,Operating,1579400.0,0.0079,0.0
DP00674,R089,Deposit,Commercial CD,Time Deposit,499000.0,0.0384,1.0
DP00675,R414,Deposit,Analyzed DDA,Operating,921700.0,0.004,0.0
DP00676,R159,Deposit,Analyzed DDA,Operating,215800.0,0.0067,0.0
DP00677,R417,Deposit,Analyzed DDA,Operating,666100.0,0.0075,0.0
DP00678,R493,Deposit,Analyzed DDA,Operating,288600.0,0.0044,0.0
DP00679,R371,Deposit,Analyzed DDA,Operating,875900.0,0.0053,0.0
DP00680,R103,Deposit,Commercial CD,Time Deposit,18475100.0,0.0397,2.0
DP00681,R357,Deposit,Money Market / Sweep,Non-Operating,812000.0,0.0275,0.0
DP00682,R189,Deposit,Money Market / Sweep,Non-Operating,2938100.0,0.0323,0.0
DP00683,R404,Deposit,Analyzed DDA,Operating,236700.0,0.0081,0.0
DP00684,R239,Deposit,Analyzed DDA,Operating,2875600.0,0.0053,0.0
DP00685,R008,Deposit,Money Market / Sweep,Non-Operating,14147800.0,0.0332,0.0
DP00686,R313,Deposit,Analyzed DDA,Operating,1922200.0,0.0088,0.0
DP00687,R024,Deposit,Money Market / Sweep,Non-Operating,1738400.0,0.0303,0.0
DP00688,R412,Deposit,Money Market / Sweep,Non-Operating,491800.0,0.034,0.0
DP00689,R108,Deposit,Analyzed DDA,Operating,1177700.0,0.0117,0.0
DP00690,R235,Deposit,Analyzed DDA,Operating,174800.0,0.0112,0.0
DP00691,R324,Deposit,Commercial CD,Time Deposit,2412800.0,0.0398,0.5
DP00692,R401,Deposit,Commercial CD,Time Deposit,186700.0,0.0393,1.0
DP00693,R397,Deposit,Analyzed DDA,Operating,5085600.0,0.0078,0.0
DP00694,R203,Deposit,Analyzed DDA,Operating,1373300.0,0.0045,0.0
DP00695,R328,Deposit,Money Market / Sweep,Non-Operating,4093800.0,0.033,0.0
DP00696,R327,Deposit,Money Market / Sweep,Non-Operating,11448500.0,0.0227,0.0
DP00697,R457,Deposit,Analyzed DDA,Operating,4156500.0,0.0093,0.0
DP00698,R152,Deposit,Commercial CD,Time Deposit,128400.0,0.0359,0.5
DP00699,R033,Deposit,Commercial CD,Time Deposit,872400.0,0.0369,0.5
DP00700,R108,Deposit,Analyzed DDA,Operating,73100.0,0.0049,0.0
DP00701,R017,Deposit,Analyzed DDA,Operating,1324600.0,0.0047,0.0
DP00702,R049,Deposit,Analyzed DDA,Operating,317000.0,0.0053,0.0
DP00703,R015,Deposit,Commercial CD,Time Deposit,915300.0,0.0364,2.0
DP00704,R448,Deposit,Money Market / Sweep,Non-Operating,637200.0,0.0307,0.0
DP00705,R293,Deposit,Commercial CD,Time Deposit,218900.0,0.0382,0.5
DP00706,R188,Deposit,Money Market / Sweep,Non-Operating,798400.0,0.032,0.0
DP00707,R071,Deposit,Money Market / Sweep,Non-Operating,1565900.0,0.025,0.0
DP00708,R251,Deposit,Analyzed DDA,Operating,484900.0,0.0039,0.0
DP00709,R315,Deposit,Analyzed DDA,Operating,14810300.0,0.0082,0.0
DP00710,R008,Deposit,Commercial CD,Time Deposit,2859500.0,0.0385,1.0
DP00711,R300,Deposit,Analyzed DDA,Operating,954500.0,0.0063,0.0
DP00712,R314,Deposit,Commercial CD,Time Deposit,680400.0,0.0368,1.0
DP00713,R325,Deposit,Analyzed DDA,Operating,1030000.0,0.0025,0.0
DP00714,R100,Deposit,Money Market / Sweep,Non-Operating,1795100.0,0.0264,0.0
DP00715,R429,Deposit,Money Market / Sweep,Non-Operating,595700.0,0.0277,0.0
DP00716,R113,Deposit,Analyzed DDA,Operating,60700.0,0.0124,0.0
DP00717,R189,Deposit,Analyzed DDA,Operating,426400.0,0.0027,0.0
DP00718,R170,Deposit,Commercial CD,Time Deposit,374100.0,0.0384,1.0
DP00719,R336,Deposit,Analyzed DDA,Operating,1400000.0,0.0051,0.0
DP00720,R084,Deposit,Analyzed DDA,Operating,138600.0,0.0062,0.0
DP00721,R038,Deposit,Money Market / Sweep,Non-Operating,2449700.0,0.0237,0.0
DP00722,R318,Deposit,Money Market / Sweep,Non-Operating,723500.0,0.0255,0.0
DP00723,R008,Deposit,Money Market / Sweep,Non-Operating,5566300.0,0.0323,0.0
DP00724,R004,Deposit,Analyzed DDA,Operating,11450200.0,0.0047,0.0
DP00725,R010,Deposit,Analyzed DDA,Operating,3937200.0,0.0093,0.0
DP00726,R473,Deposit,Analyzed DDA,Operating,509600.0,0.0088,0.0
DP00727,R156,Deposit,Commercial CD,Time Deposit,758800.0,0.0374,2.0
DP00728,R002,Deposit,Commercial CD,Time Deposit,3639900.0,0.0406,1.0
DP00729,R015,Deposit,Money Market / Sweep,Non-Operating,125000.0,0.0308,0.0
DP00730,R001,Deposit,Analyzed DDA,Operating,2673700.0,0.0024,0.0
DP00731,R306,Deposit,Commercial CD,Time Deposit,373300.0,0.0342,1.0
DP00732,R048,Deposit,Analyzed DDA,Operating,275600.0,0.0025,0.0
DP00733,R433,Deposit,Analyzed DDA,Operating,1057400.0,0.0117,0.0
DP00734,R423,Deposit,Analyzed DDA,Operating,578800.0,0.0063,0.0
DP00735,R415,Deposit,Money Market / Sweep,Non-Operating,367800.0,0.033,0.0
DP00736,R001,Deposit,Analyzed DDA,Operating,9467900.0,0.0038,0.0
DP00737,R344,Deposit,Analyzed DDA,Operating,3462000.0,0.0056,0.0
DP00738,R109,Deposit,Money Market / Sweep,Non-Operating,44800.0,0.027,0.0
DP00739,R228,Deposit,Money Market / Sweep,Non-Operating,346200.0,0.028,0.0
DP00740,R496,Deposit,Analyzed DDA,Operating,131000.0,0.0071,0.0
DP00741,R460,Deposit,Analyzed DDA,Operating,1103500.0,0.0012,0.0
DP00742,R006,Deposit,Money Market / Sweep,Non-Operating,2880400.0,0.0254,0.0
DP00743,R044,Deposit,Analyzed DDA,Operating,1687500.0,0.0037,0.0
DP00744,R306,Deposit,Analyzed DDA,Operating,1123200.0,0.0059,0.0
DP00745,R436,Deposit,Commercial CD,Time Deposit,1390300.0,0.0403,2.0
DP00746,R019,Deposit,Money Market / Sweep,Non-Operating,794000.0,0.0319,0.0
DP00747,R418,Deposit,Analyzed DDA,Operating,481600.0,0.0012,0.0
DP00748,R004,Deposit,Money Market / Sweep,Non-Operating,2459700.0,0.0323,0.0
DP00749,R063,Deposit,Money Market / Sweep,Non-Operating,110400.0,0.028,0.0
DP00750,R379,Deposit,Analyzed DDA,Operating,1260500.0,0.0085,0.0
DP00751,R360,Deposit,Money Market / Sweep,Non-Operating,739500.0,0.0326,0.0
DP00752,R002,Deposit,Money Market / Sweep,Non-Operating,17164700.0,0.0321,0.0
DP00753,R170,Deposit,Analyzed DDA,Operating,140400.0,0.0079,0.0
DP00754,R227,Deposit,Analyzed DDA,Operating,288700.0,0.0045,0.0
DP00755,R421,Deposit,Analyzed DDA,Operating,189700.0,0.0122,0.0
DP00756,R344,Deposit,Money Market / Sweep,Non-Operating,2162200.0,0.033,0.0
DP00757,R417,Deposit,Money Market / Sweep,Non-Operating,1141800.0,0.0238,0.0
DP00758,R463,Deposit,Money Market / Sweep,Non-Operating,644000.0,0.0258,0.0
DP00759,R002,Deposit,Analyzed DDA,Operating,4653200.0,0.0061,0.0
DP00760,R078,Deposit,Money Market / Sweep,Non-Operating,1136800.0,0.0281,0.0
DP00761,R328,Deposit,Money Market / Sweep,Non-Operating,916500.0,0.0348,0.0
DP00762,R024,Deposit,Analyzed DDA,Operating,1391100.0,0.0105,0.0
DP00763,R430,Deposit,Commercial CD,Time Deposit,3520800.0,0.0344,2.0
DP00764,R282,Deposit,Analyzed DDA,Operating,167100.0,0.0122,0.0
DP00765,R161,Deposit,Analyzed DDA,Operating,375200.0,0.005,0.0
DP00766,R009,Deposit,Money Market / Sweep,Non-Operating,1004100.0,0.0315,0.0
DP00767,R220,Deposit,Money Market / Sweep,Non-Operating,184200.0,0.0298,0.0
DP00768,R175,Deposit,Analyzed DDA,Operating,716200.0,0.0053,0.0
DP00769,R115,Deposit,Analyzed DDA,Operating,89600.0,0.0115,0.0
DP00770,R149,Deposit,Money Market / Sweep,Non-Operating,221800.0,0.0281,0.0
DP00771,R168,Deposit,Analyzed DDA,Operating,4161600.0,0.0067,0.0
DP00772,R203,Deposit,Money Market / Sweep,Non-Operating,604800.0,0.0236,0.0
DP00773,R008,Deposit,Money Market / Sweep,Non-Operating,8687900.0,0.0331,0.0
DP00774,R010,Deposit,Analyzed DDA,Operating,1105600.0,0.0076,0.0
DP00775,R153,Deposit,Money Market / Sweep,Non-Operating,517600.0,0.0259,0.0
DP00776,R112,Deposit,Analyzed DDA,Operating,3191200.0,0.0017,0.0
DP00777,R302,Deposit,Money Market / Sweep,Non-Operating,249500.0,0.0353,0.0
DP00778,R122,Deposit,Analyzed DDA,Operating,296900.0,0.0009,0.0
DP00779,R037,Deposit,Analyzed DDA,Operating,2596000.0,0.0017,0.0
DP00780,R358,Deposit,Analyzed DDA,Operating,196700.0,0.0047,0.0
DP00781,R398,Deposit,Analyzed DDA,Operating,991000.0,0.005,0.0
DP00782,R252,Deposit,Money Market / Sweep,Non-Operating,80200.0,0.0348,0.0
DP00783,R090,Deposit,Analyzed DDA,Operating,128300.0,0.001,0.0
DP00784,R115,Deposit,Analyzed DDA,Operating,662400.0,0.0112,0.0
DP00785,R027,Deposit,Commercial CD,Time Deposit,181600.0,0.0389,1.0
DP00786,R100,Deposit,Analyzed DDA,Operating,274700.0,0.0121,0.0
DP00787,R321,Deposit,Analyzed DDA,Operating,1162200.0,0.011,0.0
DP00788,R410,Deposit,Analyzed DDA,Operating,902900.0,0.0062,0.0
DP00789,R500,Deposit,Money Market / Sweep,Non-Operating,425300.0,0.0243,0.0
DP00790,R004,Deposit,Analyzed DDA,Operating,6777800.0,0.0032,0.0
DP00791,R283,Deposit,Analyzed DDA,Operating,358200.0,0.0124,0.0
DP00792,R083,Deposit,Money Market / Sweep,Non-Operating,2202000.0,0.0347,0.0
DP00793,R382,Deposit,Analyzed DDA,Operating,1422100.0,0.0105,0.0
DP00794,R412,Deposit,Commercial CD,Time Deposit,107500.0,0.0336,1.0
DP00795,R099,Deposit,Analyzed DDA,Operating,237100.0,0.0028,0.0
DP00796,R257,Deposit,Analyzed DDA,Operating,43400.0,0.0116,0.0
DP00797,R489,Deposit,Money Market / Sweep,Non-Operating,582100.0,0.0312,0.0
DP00798,R410,Deposit,Analyzed DDA,Operating,719300.0,0.0057,0.0
DP00799,R004,Deposit,Analyzed DDA,Operating,1992700.0,0.0119,0.0
DP00800,R080,Deposit,Analyzed DDA,Operating,1292500.0,0.0074,0.0
DP00801,R010,Deposit,Analyzed DDA,Operating,1521800.0,0.0049,0.0
DP00802,R137,Deposit,Commercial CD,Time Deposit,1699000.0,0.0353,1.0
DP00803,R184,Deposit,Commercial CD,Time Deposit,401000.0,0.0351,0.5
DP00804,R454,Deposit,Analyzed DDA,Operating,1063200.0,0.0097,0.0
DP00805,R168,Deposit,Analyzed DDA,Operating,396100.0,0.0026,0.0
DP00806,R366,Deposit,Commercial CD,Time Deposit,1835100.0,0.0363,1.0
DP00807,R380,Deposit,Money Market / Sweep,Non-Operating,4097900.0,0.0319,0.0
DP00808,R280,Deposit,Money Market / Sweep,Non-Operating,60700.0,0.0247,0.0
DP00809,R091,Deposit,Money Market / Sweep,Non-Operating,930200.0,0.0227,0.0
DP00810,R003,Deposit,Analyzed DDA,Operating,20603800.0,0.0106,0.0
DP00811,R292,Deposit,Analyzed DDA,Operating,550300.0,0.0003,0.0
DP00812,R129,Deposit,Commercial CD,Time Deposit,246300.0,0.035,2.0
DP00813,R372,Deposit,Analyzed DDA,Operating,1396800.0,0.0004,0.0
DP00814,R218,Deposit,Money Market / Sweep,Non-Operating,840900.0,0.0331,0.0
DP00815,R179,Deposit,Commercial CD,Time Deposit,3448600.0,0.0405,1.0
DP00816,R466,Deposit,Analyzed DDA,Operating,1114800.0,0.0031,0.0
DP00817,R281,Deposit,Commercial CD,Time Deposit,1190200.0,0.0349,2.0
DP00818,R496,Deposit,Analyzed DDA,Operating,12519900.0,0.0012,0.0
DP00819,R287,Deposit,Commercial CD,Time Deposit,1855600.0,0.0364,2.0
DP00820,R003,Deposit,Analyzed DDA,Operating,3569900.0,0.006,0.0
DP00821,R130,Deposit,Analyzed DDA,Operating,1488300.0,0.0092,0.0
DP00822,R397,Deposit,Money Market / Sweep,Non-Operating,15364500.0,0.033,0.0
DP00823,R151,Deposit,Commercial CD,Time Deposit,230900.0,0.0374,0.5
DP00824,R154,Deposit,Money Market / Sweep,Non-Operating,407400.0,0.0331,0.0
DP00825,R002,Deposit,Money Market / Sweep,Non-Operating,1463800.0,0.0302,0.0
DP00826,R074,Deposit,Commercial CD,Time Deposit,78500.0,0.0376,0.5
DP00827,R163,Deposit,Money Market / Sweep,Non-Operating,602000.0,0.0334,0.0
DP00828,R387,Deposit,Commercial CD,Time Deposit,204600.0,0.0353,1.0
DP00829,R437,Deposit,Analyzed DDA,Operating,258900.0,0.0073,0.0
DP00830,R360,Deposit,Analyzed DDA,Operating,892200.0,0.0056,0.0
DP00831,R104,Deposit,Analyzed DDA,Operating,478000.0,0.0071,0.0
DP00832,R100,Deposit,Commercial CD,Time Deposit,1329300.0,0.0355,2.0
DP00833,R010,Deposit,Analyzed DDA,Operating,4687500.0,0.0102,0.0
DP00834,R085,Deposit,Analyzed DDA,Operating,578500.0,0.0094,0.0
DP00835,R465,Deposit,Analyzed DDA,Operating,361400.0,0.0023,0.0
DP00836,R219,Deposit,Analyzed DDA,Operating,3389300.0,0.0111,0.0
DP00837,R267,Deposit,Money Market / Sweep,Non-Operating,316700.0,0.0271,0.0
DP00838,R189,Deposit,Analyzed DDA,Operating,1209700.0,0.0058,0.0
DP00839,R318,Deposit,Commercial CD,Time Deposit,148300.0,0.0387,1.0
DP00840,R366,Deposit,Commercial CD,Time Deposit,1137500.0,0.0407,0.5
DP00841,R006,Deposit,Money Market / Sweep,Non-Operating,30009000.0,0.0242,0.0
DP00842,R466,Deposit,Analyzed DDA,Operating,959500.0,0.0033,0.0
DP00843,R261,Deposit,Commercial CD,Time Deposit,119300.0,0.036,2.0
DP00844,R010,Deposit,Analyzed DDA,Operating,1436300.0,0.0117,0.0
DP00845,R190,Deposit,Analyzed DDA,Operating,2400800.0,0.0101,0.0
DP00846,R459,Deposit,Analyzed DDA,Operating,1585100.0,0.0021,0.0
DP00847,R413,Deposit,Analyzed DDA,Operating,367300.0,0.0074,0.0
DP00848,R004,Deposit,Money Market / Sweep,Non-Operating,1849500.0,0.0283,0.0
DP00849,R395,Deposit,Analyzed DDA,Operating,352100.0,0.001,0.0
DP00850,R112,Deposit,Money Market / Sweep,Non-Operating,1988800.0,0.0307,0.0
DP00851,R101,Deposit,Money Market / Sweep,Non-Operating,720500.0,0.0328,0.0
DP00852,R226,Deposit,Analyzed DDA,Operating,264900.0,0.0011,0.0
DP00853,R166,Deposit,Analyzed DDA,Operating,880900.0,0.0034,0.0
DP00854,R002,Deposit,Money Market / Sweep,Non-Operating,1425100.0,0.0324,0.0
DP00855,R010,Deposit,Analyzed DDA,Operating,1582400.0,0.0072,0.0
DP00856,R398,Deposit,Analyzed DDA,Operating,486700.0,0.0095,0.0
DP00857,R246,Deposit,Money Market / Sweep,Non-Operating,1497300.0,0.0349,0.0
DP00858,R035,Deposit,Analyzed DDA,Operating,215300.0,0.0098,0.0
DP00859,R010,Deposit,Analyzed DDA,Operating,6469500.0,0.0022,0.0
DP00860,R004,Deposit,Analyzed DDA,Operating,5016500.0,0.0045,0.0
DP00861,R434,Deposit,Money Market / Sweep,Non-Operating,67200.0,0.0255,0.0
DP00862,R031,Deposit,Analyzed DDA,Operating,3167000.0,0.0057,0.0
DP00863,R001,Deposit,Money Market / Sweep,Non-Operating,2280400.0,0.0349,0.0
DP00864,R004,Deposit,Analyzed DDA,Operating,9024900.0,0.0092,0.0
DP00865,R252,Deposit,Analyzed DDA,Operating,3870400.0,0.0026,0.0
DP00866,R021,Deposit,Commercial CD,Time Deposit,452300.0,0.0372,1.0
DP00867,R472,Deposit,Money Market / Sweep,Non-Operating,761400.0,0.0334,0.0
DP00868,R195,Deposit,Commercial CD,Time Deposit,1920300.0,0.0341,0.5
DP00869,R008,Deposit,Analyzed DDA,Operating,1741600.0,0.0115,0.0
DP00870,R125,Deposit,Analyzed DDA,Operating,3209500.0,0.0095,0.0
DP00871,R483,Deposit,Money Market / Sweep,Non-Operating,304300.0,0.0266,0.0
DP00872,R004,Deposit,Commercial CD,Time Deposit,2153300.0,0.0372,2.0
DP00873,R406,Deposit,Money Market / Sweep,Non-Operating,5152900.0,0.0266,0.0
DP00874,R051,Deposit,Money Market / Sweep,Non-Operating,695400.0,0.0282,0.0
DP00875,R009,Deposit,Money Market / Sweep,Non-Operating,20407300.0,0.0316,0.0
DP00876,R230,Deposit,Analyzed DDA,Operating,471200.0,0.0102,0.0
DP00877,R360,Deposit,Money Market / Sweep,Non-Operating,438800.0,0.0316,0.0
DP00878,R004,Deposit,Money Market / Sweep,Non-Operating,216300.0,0.0235,0.0
DP00879,R008,Deposit,Analyzed DDA,Operating,11085500.0,0.0047,0.0
DP00880,R355,Deposit,Analyzed DDA,Operating,711000.0,0.0044,0.0
DP00881,R319,Deposit,Analyzed DDA,Operating,432500.0,0.003,0.0
DP00882,R315,Deposit,Analyzed DDA,Operating,2622600.0,0.0013,0.0
DP00883,R193,Deposit,Analyzed DDA,Operating,1507700.0,0.006,0.0
DP00884,R420,Deposit,Analyzed DDA,Operating,188300.0,0.0062,0.0
DP00885,R028,Deposit,Money Market / Sweep,Non-Operating,2085300.0,0.032,0.0
DP00886,R074,Deposit,Analyzed DDA,Operating,399700.0,0.0075,0.0
DP00887,R200,Deposit,Analyzed DDA,Operating,3044500.0,0.0045,0.0
DP00888,R294,Deposit,Money Market / Sweep,Non-Operating,1096400.0,0.0297,0.0
DP00889,R010,Deposit,Analyzed DDA,Operating,2522500.0,0.0064,0.0
DP00890,R002,Deposit,Analyzed DDA,Operating,2339000.0,0.0039,0.0
DP00891,R405,Deposit,Commercial CD,Time Deposit,199800.0,0.039,0.5
DP00892,R097,Deposit,Money Market / Sweep,Non-Operating,286800.0,0.035,0.0
DP00893,R008,Deposit,Money Market / Sweep,Non-Operating,6207900.0,0.0346,0.0
DP00894,R369,Deposit,Money Market / Sweep,Non-Operating,685600.0,0.0279,0.0
DP00895,R439,Deposit,Analyzed DDA,Operating,447900.0,0.0003,0.0
DP00896,R391,Deposit,Analyzed DDA,Operating,3195300.0,0.0096,0.0
DP00897,R320,Deposit,Analyzed DDA,Operating,1263800.0,0.0121,0.0
DP00898,R205,Deposit,Analyzed DDA,Operating,1042600.0,0.0016,0.0
DP00899,R067,Deposit,Commercial CD,Time Deposit,388000.0,0.0384,0.5
DP00900,R008,Deposit,Money Market / Sweep,Non-Operating,2275400.0,0.0289,0.0
DP00901,R078,Deposit,Money Market / Sweep,Non-Operating,84600.0,0.0257,0.0
DP00902,R419,Deposit,Money Market / Sweep,Non-Operating,156300.0,0.0231,0.0
DP00903,R481,Deposit,Money Market / Sweep,Non-Operating,606300.0,0.0288,0.0
DP00904,R486,Deposit,Analyzed DDA,Operating,640600.0,0.0115,0.0
DP00905,R181,Deposit,Commercial CD,Time Deposit,433700.0,0.0335,0.5
DP00906,R335,Deposit,Money Market / Sweep,Non-Operating,173500.0,0.0311,0.0
DP00907,R002,Deposit,Money Market / Sweep,Non-Operating,249900.0,0.0297,0.0
DP00908,R153,Deposit,Analyzed DDA,Operating,768200.0,0.0012,0.0
DP00909,R289,Deposit,Analyzed DDA,Operating,1163100.0,0.0117,0.0
DP00910,R183,Deposit,Analyzed DDA,Operating,3807500.0,0.012,0.0
DP00911,R342,Deposit,Analyzed DDA,Operating,184300.0,0.0092,0.0
DP00912,R221,Deposit,Money Market / Sweep,Non-Operating,4051500.0,0.0288,0.0
DP00913,R080,Deposit,Commercial CD,Time Deposit,2555600.0,0.0377,1.0
DP00914,R450,Deposit,Money Market / Sweep,Non-Operating,847800.0,0.024,0.0
DP00915,R092,Deposit,Analyzed DDA,Operating,263000.0,0.0019,0.0
DP00916,R470,Deposit,Analyzed DDA,Operating,423600.0,0.0037,0.0
DP00917,R159,Deposit,Analyzed DDA,Operating,3019800.0,0.0013,0.0
DP00918,R225,Deposit,Analyzed DDA,Operating,2588300.0,0.0046,0.0
DP00919,R269,Deposit,Analyzed DDA,Operating,1382600.0,0.0093,0.0
DP00920,R264,Deposit,Analyzed DDA,Operating,585900.0,0.0111,0.0
DP00921,R456,Deposit,Analyzed DDA,Operating,53900.0,0.0046,0.0
DP00922,R090,Deposit,Analyzed DDA,Operating,4836700.0,0.0077,0.0
DP00923,R395,Deposit,Analyzed DDA,Operating,1019500.0,0.0074,0.0
DP00924,R020,Deposit,Commercial CD,Time Deposit,683000.0,0.0369,0.5
DP00925,R061,Deposit,Commercial CD,Time Deposit,264800.0,0.0383,1.0
DP00926,R442,Deposit,Money Market / Sweep,Non-Operating,516900.0,0.0265,0.0
DP00927,R003,Deposit,Analyzed DDA,Operating,17456000.0,0.0009,0.0
DP00928,R325,Deposit,Analyzed DDA,Operating,2083900.0,0.0044,0.0
DP00929,R132,Deposit,Money Market / Sweep,Non-Operating,6721600.0,0.0317,0.0
DP00930,R339,Deposit,Money Market / Sweep,Non-Operating,1088900.0,0.0354,0.0
DP00931,R331,Deposit,Money Market / Sweep,Non-Operating,193000.0,0.0303,0.0
DP00932,R406,Deposit,Money Market / Sweep,Non-Operating,320700.0,0.0228,0.0
DP00933,R009,Deposit,Analyzed DDA,Operating,1982000.0,0.0079,0.0
DP00934,R013,Deposit,Commercial CD,Time Deposit,1140400.0,0.0383,2.0
DP00935,R293,Deposit,Money Market / Sweep,Non-Operating,1533000.0,0.023,0.0
DP00936,R084,Deposit,Analyzed DDA,Operating,2691100.0,0.0001,0.0
DP00937,R465,Deposit,Analyzed DDA,Operating,346900.0,0.0002,0.0
DP00938,R003,Deposit,Money Market / Sweep,Non-Operating,6436200.0,0.0279,0.0
DP00939,R433,Deposit,Analyzed DDA,Operating,5221000.0,0.0093,0.0
DP00940,R496,Deposit,Analyzed DDA,Operating,6835400.0,0.0086,0.0
DP00941,R051,Deposit,Money Market / Sweep,Non-Operating,141300.0,0.0349,0.0
DP00942,R324,Deposit,Money Market / Sweep,Non-Operating,899200.0,0.0266,0.0
DP00943,R463,Deposit,Commercial CD,Time Deposit,146700.0,0.0344,1.0
DP00944,R133,Deposit,Analyzed DDA,Operating,265000.0,0.0099,0.0
DP00945,R008,Deposit,Commercial CD,Time Deposit,1091000.0,0.0366,1.0
DP00946,R389,Deposit,Analyzed DDA,Operating,259900.0,0.0023,0.0
DP00947,R399,Deposit,Commercial CD,Time Deposit,340500.0,0.0373,1.0
DP00948,R004,Deposit,Analyzed DDA,Operating,1236100.0,0.0012,0.0
DP00949,R109,Deposit,Analyzed DDA,Operating,195800.0,0.0082,0.0
DP00950,R093,Deposit,Commercial CD,Time Deposit,654900.0,0.037,1.0
DP00951,R004,Deposit,Analyzed DDA,Operating,4169600.0,0.0105,0.0
DP00952,R192,Deposit,Money Market / Sweep,Non-Operating,280300.0,0.0316,0.0
DP00953,R235,Deposit,Analyzed DDA,Operating,7501200.0,0.0025,0.0
DP00954,R215,Deposit,Analyzed DDA,Operating,890300.0,0.012,0.0
DP00955,R383,Deposit,Money Market / Sweep,Non-Operating,128000.0,0.0301,0.0
DP00956,R311,Deposit,Analyzed DDA,Operating,866100.0,0.0039,0.0
DP00957,R375,Deposit,Money Market / Sweep,Non-Operating,1444400.0,0.0353,0.0
DP00958,R416,Deposit,Analyzed DDA,Operating,214600.0,0.011,0.0
DP00959,R047,Deposit,Money Market / Sweep,Non-Operating,714800.0,0.0299,0.0
DP00960,R004,Deposit,Money Market / Sweep,Non-Operating,2057500.0,0.027,0.0
DP00961,R004,Deposit,Analyzed DDA,Operating,2998900.0,0.0116,0.0
DP00962,R436,Deposit,Analyzed DDA,Operating,6283300.0,0.0093,0.0
DP00963,R007,Deposit,Money Market / Sweep,Non-Operating,4560700.0,0.0258,0.0
DP00964,R008,Deposit,Analyzed DDA,Operating,7448800.0,0.0119,0.0
DP00965,R006,Deposit,Money Market / Sweep,Non-Operating,2391200.0,0.0323,0.0
DP00966,R254,Deposit,Commercial CD,Time Deposit,563800.0,0.0355,2.0
DP00967,R008,Deposit,Analyzed DDA,Operating,1864700.0,0.0062,0.0
DP00968,R162,Deposit,Analyzed DDA,Operating,214100.0,0.0112,0.0
DP00969,R269,Deposit,Commercial CD,Time Deposit,960700.0,0.0355,2.0
DP00970,R001,Deposit,Commercial CD,Time Deposit,2012600.0,0.037,2.0
DP00971,R001,Deposit,Analyzed DDA,Operating,11381200.0,0.0107,0.0
DP00972,R259,Deposit,Money Market / Sweep,Non-Operating,863100.0,0.0254,0.0
DP00973,R056,Deposit,Analyzed DDA,Operating,146600.0,0.0021,0.0
DP00974,R107,Deposit,Money Market / Sweep,Non-Operating,2712400.0,0.034,0.0
DP00975,R051,Deposit,Analyzed DDA,Operating,918300.0,0.0104,0.0
DP00976,R170,Deposit,Analyzed DDA,Operating,1519300.0,0.0026,0.0
DP00977,R145,Deposit,Analyzed DDA,Operating,1223000.0,0.0018,0.0
DP00978,R004,Deposit,Analyzed DDA,Operating,904700.0,0.0113,0.0
DP00979,R080,Deposit,Analyzed DDA,Operating,386100.0,0.0101,0.0
DP00980,R140,Deposit,Analyzed DDA,Operating,8000700.0,0.005,0.0
DP00981,R286,Deposit,Commercial CD,Time Deposit,95000.0,0.0332,1.0
DP00982,R485,Deposit,Analyzed DDA,Operating,114000.0,0.0054,0.0
DP00983,R427,Deposit,Money Market / Sweep,Non-Operating,313700.0,0.0324,0.0
DP00984,R355,Deposit,Analyzed DDA,Operating,121100.0,0.0123,0.0
DP00985,R136,Deposit,Commercial CD,Time Deposit,824300.0,0.0342,2.0
DP00986,R482,Deposit,Analyzed DDA,Operating,890900.0,0.008,0.0
DP00987,R426,Deposit,Analyzed DDA,Operating,2194500.0,0.0051,0.0
DP00988,R206,Deposit,Money Market / Sweep,Non-Operating,785200.0,0.0259,0.0
DP00989,R318,Deposit,Analyzed DDA,Operating,645600.0,0.0036,0.0
DP00990,R128,Deposit,Analyzed DDA,Operating,2878400.0,0.0054,0.0
DP00991,R309,Deposit,Analyzed DDA,Operating,115300.0,0.0078,0.0
DP00992,R390,Deposit,Analyzed DDA,Operating,1477500.0,0.0102,0.0
DP00993,R040,Deposit,Analyzed DDA,Operating,1085100.0,0.01,0.0
DP00994,R401,Deposit,Money Market / Sweep,Non-Operating,435400.0,0.0327,0.0
DP00995,R459,Deposit,Analyzed DDA,Operating,1713700.0,0.0067,0.0
DP00996,R437,Deposit,Analyzed DDA,Operating,691000.0,0.0047,0.0
DP00997,R065,Deposit,Analyzed DDA,Operating,182200.0,0.0076,0.0
DP00998,R215,Deposit,Analyzed DDA,Operating,283700.0,0.011,0.0
DP00999,R004,Deposit,Analyzed DDA,Operating,9978600.0,0.0097,0.0
DP01000,R499,Deposit,Analyzed DDA,Operating,139300.0,0.0041,0.0
DP01001,R258,Deposit,Analyzed DDA,Operating,162100.0,0.0092,0.0
DP01002,R201,Deposit,Commercial CD,Time Deposit,866500.0,0.0374,0.5
