relationship_id,name,industry,segment,rating,total_revenue,opex,expected_loss,el_lifetime,economic_capital,rwa,reg_capital,capital,net_income,eva,raroc,lending_raroc,lending_net_income,lending_capital,n_deposit,n_interest_rate_derivative,n_payments,n_revolver,n_term_loan,exp_deposit,exp_interest_rate_derivative,exp_payments,exp_revolver,exp_term_loan,ancillary_uplift,meets_hurdle
R456,Client 456,Retail,Business Banking,4,131807.70641904764,25052.604,4190.4564,23158.55339334546,196196.30833406586,2571307.3082193853,269987.26736303547,196196.30833406586,83689.83495633097,60146.27795624306,0.42656172109941676,0.2503501155510588,45430.41961128776,181467.54001406583,3,0,2,2,3,1701600.0,0.0,881.28,1425000.0,3784000.0,0.17621160554835796,True
R082,Client 082,Transportation & Logistics,Business Banking,5,184902.52833333335,59371.399999999994,11541.70125,24830.70929186421,292522.9675424477,3741508.390085504,392858.38095897797,292522.9675424477,95191.18661362535,60088.43050853164,0.3254144022035202,0.07980986529476652,21020.632186525356,263383.88254244765,5,0,2,5,0,2468800.0,0.0,50904.0,7906000.0,0.0,0.24560453690875367,True
R199,Client 199,Transportation & Logistics,Business Banking,7,115759.16825,15627.334,6944.736899999999,8703.796283342748,122278.73084199401,1487095.1195686685,156144.9875547102,122278.73084199401,74400.06965043675,59726.62194939747,0.608446531446053,0.15567877565768895,15555.680928357493,99921.65510449401,3,0,3,3,0,2473100.0,0.0,5084.879999999999,2606000.0,0.0,0.45276775578836403,True
R236,Client 236,Technology,Business Banking,5,161125.99275,42449.72,8266.842,15150.375779665195,272552.4018711339,3423470.0388127933,359464.35407534323,272552.4018711339,91886.05064874937,59179.76242421331,0.3371316855692001,0.17100553916225075,43244.99193026962,252886.49795863393,2,0,4,1,2,1844900.0,0.0,28643.399999999998,2158000.0,3639000.0,0.16612614640694934,True
R226,Client 226,Technology,Business Banking,5,172705.95968333332,39789.422,11407.0552,22960.576811810988,366171.7348136208,4984691.749149146,523392.63366066024,366171.7348136208,103061.3916479799,59120.78347034538,0.28145643655547997,0.2635830761224663,95739.68971590974,363223.9638611208,1,0,1,2,3,264900.0,0.0,4811.04,1576000.0,6940000.0,0.017873360433013685,True
R261,Client 261,Transportation & Logistics,Business Banking,5,127568.84095000001,23384.566000000003,7138.5230999999985,12816.977083515958,162775.4797776143,1970795.6629226697,206933.5446068803,162775.4797776143,78517.58194429301,58984.52437097929,0.4823673814481433,0.14959950265617225,20008.714711203447,133748.53763511436,8,0,3,4,0,4120000.0,0.0,2880.12,4463000.0,0.0,0.332767878791971,True
R097,Client 097,Healthcare,Business Banking,4,193391.10683333332,72720.03,6101.91975,9722.728821151522,311904.7922336031,4104676.357323056,430991.0175189209,311904.7922336031,96198.89360408856,58770.3185360562,0.30842390370212647,0.2958526392336597,88399.12461161705,298794.4432086031,2,0,2,6,1,2428100.0,0.0,16671.6,12888000.0,3289000.0,0.012571264468466792,True
R032,Client 032,Commercial Real Estate,Business Banking,4,120156.86525,24062.540000000005,3977.742750000001,11786.739976468476,127416.9597015045,1526269.3640536086,160258.2832256289,127416.9597015045,73736.82294086601,58446.78777668549,0.5787049315382099,0.15606150260660626,16458.65231857877,105462.6031640045,1,0,3,6,0,2277100.0,0.0,13879.8,3718000.0,0.0,0.42264342893160367,True
R068,Client 068,Healthcare,Business Banking,5,142819.6446,29579.468,8737.363175,9630.455221610973,233037.33745159715,2995234.196069814,314499.59058733046,233037.33745159715,86240.81069683374,58276.33020264207,0.3700729318311334,0.29444588128295063,66148.14711153434,224652.98826159717,2,0,3,3,2,982000.0,0.0,3821.76,2728000.0,3657000.0,0.07562705054818275,True
R265,Client 265,Retail,Business Banking,5,219431.8599166667,62558.054000000004,19649.833274999997,41874.15636716385,507586.72520065826,6610082.390593902,694058.6510123597,507586.72520065826,119142.20678703793,58231.79976295894,0.2347228579312015,0.16543838699224114,81620.80705142368,493360.7522131583,1,0,2,7,2,1560700.0,0.0,3707.28,13201000.0,2661000.0,0.06928447093896037,True
R365,Client 365,Education,Business Banking,6,142458.6630357143,26143.749999999996,13227.971249999997,14189.715543229913,223006.36801024416,2858104.646933448,300100.98792801204,223006.36801024416,84871.2420851226,58110.47792389331,0.38057766171602736,0.148628646724867,29843.610321168857,200793.12419774412,2,0,3,3,2,2576900.0,0.0,7128.0,3089000.0,1677000.0,0.23194901499116036,True
R248,Client 248,Food Distribution,Middle Market,5,132284.19499999998,26707.229999999996,8560.187999999998,10101.401713431887,174617.13376332694,2091811.973020108,219640.25716711135,174617.13376332694,78842.04785391495,57887.99180231571,0.4515138128471179,0.16339695778921837,24514.131326094946,150028.07676332694,2,0,3,2,0,2889100.0,0.0,21645.6,2991000.0,0.0,0.2881168550578995,True
R491,Client 491,Technology,Business Banking,3,162450.72214761906,52429.228,5196.264675,7221.393810047084,240792.8966642129,2980868.9357146034,312991.23825003335,240792.8966642129,86712.77455558535,57817.626955879794,0.36011350732038755,0.22422327441884157,49146.88911666944,219187.27769921286,4,0,5,5,2,2887600.0,0.0,25416.96,6638000.0,2419000.0,0.13589023290154598,True
R251,Client 251,Healthcare,Business Banking,5,103709.315,11698.67,3993.99075,6540.970208725124,111636.70902472727,1335871.530271198,140266.51067847575,111636.70902472727,70159.14733606351,56762.74225309625,0.6284594731337291,0.172415816332658,15597.34971382852,90463.56677472727,4,0,1,2,1,2486500.0,0.0,254.39999999999998,1324000.0,710000.0,0.45604365680107106,True
R354,Client 354,Energy,Business Banking,4,230222.55216666663,82447.84000000001,14197.778625,55788.314915895186,495247.3569434382,6220537.675969001,653156.4559767451,495247.3569434382,116009.4071558317,56579.72432261909,0.23424538370445264,0.21305055879767448,99889.2657696227,468852.39979343826,4,0,2,7,1,4638900.0,0.0,28141.8,12803000.0,3378000.0,0.021194824906778154,True
R210,Client 210,Education,Business Banking,4,135693.56896666667,38463.471999999994,4039.617075,5480.610300980948,157528.41433789744,2005146.0029250677,210540.3303071321,157528.41433789744,75434.04612119355,56530.636400645846,0.4788599341791634,0.33592752445463087,49339.18710414385,146874.49974289743,3,0,8,2,3,747900.0,0.0,28892.04,1157000.0,3867000.0,0.14293240972453253,True
R134,Client 134,Food Distribution,Business Banking,4,151727.30103571428,30383.264000000003,8909.206149999998,25583.29562408693,319143.3301797104,4035180.182155967,423693.91912637657,319143.3301797104,94788.6053142012,56491.40569263593,0.29700951375303847,0.20206950472339172,61685.335465950426,305267.9104172104,3,0,6,1,2,1626100.0,0.0,6627.4800000000005,694000.0,4860000.0,0.09494000902964675,True
R223,Client 223,Construction,Business Banking,5,103512.52616666666,14217.31,3313.11225,9760.853137092503,109566.52221587219,1358241.533414721,142615.36100854573,109566.52221587219,68552.31541670309,55404.33275079843,0.6256684435199894,0.26128253935999524,24130.361647227586,92353.5177908722,4,0,1,2,1,2018600.0,0.0,196.20000000000002,2351000.0,634000.0,0.36438590415999417,True
R253,Client 253,Healthcare,Business Banking,4,160709.1636666667,55761.149999999994,5091.81375,9551.007123034455,227135.98878913562,2915040.4405649733,306079.24625932216,227135.98878913562,82536.71096863679,55280.39231394052,0.36338015568840887,0.26815320660547065,57011.783142750784,212608.99268913563,4,0,4,2,3,1483000.0,0.0,38913.0,3744000.0,4229000.0,0.09522694908293822,True
R197,Client 197,Healthcare,Business Banking,6,141637.97708333336,24849.25,13600.85125,18995.748291665514,259479.8594427111,3371913.0053999256,354050.86556699214,259479.8594427111,86015.16632062706,54877.58318750173,0.331490723424019,0.15256578885488725,36529.49565566832,239434.38388021116,3,0,1,7,1,2445300.0,0.0,756.0,4439000.0,1162000.0,0.17892493456913172,True
R499,Client 499,Construction,Business Banking,5,206581.52641666666,53362.907999999996,25840.534050000002,46964.41481510185,463265.0842948477,6200433.3477201145,651045.5015106121,463265.0842948477,110362.48048513391,54770.67036975218,0.23822749485452932,0.2133341621404317,97518.82858665615,457117.7330823477,2,0,3,5,0,312100.0,0.0,27979.559999999998,10716000.0,0.0,0.024893332714097632,True
R486,Client 486,Construction,Business Banking,5,239582.90203571427,94960.91399999999,18361.5849,73224.86034173687,457251.4863332812,5691472.431818986,597604.6053409936,457251.4863332812,109337.08487325466,54466.90651326091,0.23911805240926237,0.10913493134202824,45694.29787070491,418695.43792078126,3,0,5,4,2,3989400.0,0.0,112461.48,5340000.0,1874000.0,0.12998312106723414,True
R109,Client 109,Retail,Business Banking,6,204637.25199285717,45835.014,23819.7674,104834.48339604572,531157.6975446342,7189457.209104144,754893.006955935,531157.6975446342,118128.35188072742,54389.42817537133,0.22239789129818807,0.1778975751378091,92521.40982519678,520082.4674171342,4,0,3,3,3,1222300.0,0.0,10896.48,5493000.0,4174000.0,0.04450031616037897,True
R498,Client 498,Energy,Business Banking,3,142674.49383571427,37869.748,3285.78855,33641.69446752145,253458.96893723987,3307912.970339843,347330.8618856835,253458.96893723987,84570.6169682465,54155.54069577772,0.3336659078305783,0.2747791591170165,67379.62514505156,245213.73950473987,3,0,4,5,4,1116400.0,0.0,2199.36,2378000.0,5925000.0,0.05888674871356181,True
R290,Client 290,Industrial Manufacturing,Business Banking,3,101552.85616666666,16994.02,2353.9319999999993,3695.0499451089972,94296.10540430623,1163756.7253921956,122194.45616618052,94296.10540430623,65234.83121079668,53919.298562279924,0.691808330058747,0.43416990825169494,36231.37550218117,83449.76197930623,3,0,2,1,1,1205800.0,0.0,1082.4,1295000.0,2235000.0,0.25763842180705204,True
R024,Client 024,Construction,Business Banking,3,119244.63835000001,26672.706,3312.8721000000005,9837.443637968749,154071.30253854147,1825487.5510958424,191676.1928650635,154071.30253854147,72345.01210227772,53856.45579765274,0.4695554000666695,0.25886673323248705,34370.237799619565,132771.93778604147,3,0,2,2,1,3288100.0,0.0,421.92,2571000.0,2780000.0,0.21068866683418247,True
R054,Client 054,Commercial Real Estate,Business Banking,5,231745.1916,78099.054,20244.536400000005,135092.57615530826,523831.7137780414,7036673.825299389,738850.7516564358,523831.7137780414,116712.53285714547,53852.7272037805,0.22280539682368114,0.1851852073603855,95187.51205352308,514012.50353804143,0,0,4,5,2,0.0,0.0,67598.28,4908000.0,5276000.0,0.03762018946329565,True
R257,Client 257,Construction,Business Banking,6,180869.82385,34153.42999999999,26288.9955,85525.37523243738,416394.092352675,5476961.221498742,575080.9282573678,416394.092352675,103708.51388823926,53741.222805918274,0.24906336519395392,0.16885250522136924,67346.50308711661,398848.1130251749,4,0,4,5,1,2443300.0,0.0,1773.6,4363000.0,3165000.0,0.08021085997258467,True
R430,Client 430,Energy,Business Banking,5,184198.43425,68379.70000000001,10371.675,73997.92845676166,292490.8489645283,3699356.915532985,388432.4761309634,292490.8489645283,88698.04727070208,53599.145394958694,0.30325067462694844,0.19469024320487935,51030.963125948845,262113.61332702832,3,0,3,2,2,3900300.0,0.0,79755.0,3125000.0,1717000.0,0.10856043142206909,True
R224,Client 224,Food Distribution,Business Banking,6,183750.24025,32312.760000000002,23083.322249999997,110507.2888617384,485125.4692836966,6437004.395575743,675885.4615354531,485125.4692836966,111743.93131124096,53528.874997197374,0.23034026944871494,0.16738025047627073,78952.6884028037,471696.5602461966,2,0,2,2,4,1645500.0,0.0,988.2,1191000.0,5585000.0,0.06296001897244421,True
R104,Client 104,Commercial Real Estate,Business Banking,3,116029.98526666667,31648.232000000004,2260.3654500000007,7231.907973859661,100635.75528511227,1114656.5457788815,117038.93730678255,100635.75528511227,65356.856940309044,53280.56630609557,0.649439722046561,0.1536928510752325,11680.067460998653,75996.16624511228,5,0,5,4,0,2847200.0,0.0,25926.24,3748000.0,0.0,0.49574687097132847,True
R317,Client 317,Technology,Business Banking,4,132360.57132142858,32230.374,6604.982149999999,8729.219920768019,200003.37763185299,2645321.5948897335,277758.767463422,200003.37763185299,76931.26235979373,52930.85704397136,0.3846498157716187,0.2877520312169095,54854.35645312898,190630.648969353,2,0,4,3,3,907200.0,0.0,14854.68,3468000.0,2347000.0,0.09689778455470921,True
R243,Client 243,Industrial Manufacturing,Middle Market,6,261363.16133333332,64953.35400000001,41836.2864,140696.23672336503,715014.4023737402,9800239.334368378,1029025.1301086798,715014.4023737402,138397.19732278897,52595.46903794014,0.193558614852136,0.17182086188218632,121194.63533441696,705354.6001737402,1,0,3,2,2,873500.0,0.0,31589.28,4662000.0,6656000.0,0.021737752969949675,True
R302,Client 302,Technology,Business Banking,5,80938.35475000001,8434.38,24.678,0.0,27498.365862500003,122455.65862500001,12857.844155625002,27498.365862500003,55888.86771513675,52589.06381163676,2.0324432366125933,0.0,0.0,0.0,6,0,3,0,0,3813200.0,0.0,4935.6,0.0,0.0,2.0324432366125933,True
R118,Client 118,Retail,Business Banking,5,193290.85261904766,39933.530000000006,20576.609249999994,126245.00042250738,538199.5248704113,7407268.725781734,777763.2162070822,538199.5248704113,116661.06025818444,52077.11727373509,0.21676173030118212,0.216081849681082,116230.29867087444,537899.4063704113,0,0,3,2,2,0.0,0.0,2604.6000000000004,694000.0,8016000.0,0.0006798806201001317,True
R205,Client 205,Education,Business Banking,6,192950.78641666667,46543.58,23919.08675,34852.653823834466,456180.08899796545,5845447.452792293,613771.9825431908,456180.08899796545,106438.80035074714,51697.18967099129,0.23332627380679444,0.1416274589467194,60089.3538595789,424277.5681104655,6,0,7,5,2,5164100.0,0.0,8562.6,5332000.0,3428000.0,0.09169881486007503,True
R092,Client 092,Food Distribution,Business Banking,7,128813.97168333334,27318.847999999998,12064.599300000002,22771.258238449387,179621.17909886237,2262139.0735354167,237524.60272121883,179621.17909886237,73222.91423176604,51668.37273990257,0.40765189605767266,0.10857976311970353,16665.4602044879,153485.8773463624,4,0,4,4,0,3113200.0,0.0,23667.36,2752000.0,0.0,0.29907213293796914,True
R014,Client 014,Food Distribution,Business Banking,5,196046.2072166667,69053.17200000002,16282.048949999999,20351.587475043045,360477.42954888585,4795637.852801458,503541.974544153,360477.42954888585,94687.91915126705,51430.62760540077,0.26267364164730883,0.18513125997315763,64326.45588460312,347464.0419663858,2,0,6,4,1,498100.0,0.0,59960.04,7665000.0,1889000.0,0.0775423816741512,True
R287,Client 287,Food Distribution,Business Banking,5,200630.62941428577,51817.77799999999,19866.816049999994,31088.240220142256,513251.7602662457,6509220.854906519,683468.1897651845,513251.7602662457,113016.73338224749,51426.522150298006,0.2201974588915601,0.18163614560103,89637.72982717319,493501.60746124573,5,0,5,3,2,3519700.0,0.0,4554.96,8167000.0,3433000.0,0.038561313290530086,True
R161,Client 161,Wholesale Trade,Business Banking,5,138414.0450595238,34614.648,8207.08305,27570.60262923511,234011.8651924931,2953303.02469068,310096.8175925213,234011.8651924931,79497.34582277045,51415.92199967128,0.33971502153268024,0.12542260265526153,26636.777847489197,212376.2167549931,3,0,7,3,2,2040300.0,0.0,32520.36,2757000.0,893000.0,0.2142924188774187,True
R057,Client 057,Food Distribution,Business Banking,3,92168.98225,12470.2,1780.903125,3370.860847922945,86362.1381164154,982614.6830893458,103174.5417243813,86362.1381164154,61744.544296286316,51381.08772231647,0.7149492317229943,0.28014842879686547,18864.445526086063,67337.32402891539,5,0,0,2,1,2525800.0,0.0,0.0,926000.0,1209000.0,0.4348008029261288,True
R341,Client 341,Energy,Business Banking,5,201505.41566666667,66352.70000000001,19206.341250000005,72266.71330602214,406016.27281069895,5365481.414911838,563375.548565743,406016.27281069895,99999.2806991077,51277.327961823845,0.24629377538700614,0.1839361855362788,72001.45723674171,391448.02871069894,3,0,3,5,1,1067600.0,0.0,55446.0,7495000.0,1783000.0,0.06235758985072734,True
R270,Client 270,Retail,Business Banking,5,188339.1866904762,51328.850000000006,11970.6075,73143.0905383259,483187.3589610573,6579411.045006822,690838.1597257163,483187.3589610573,109168.25630796244,51185.77323263556,0.2259335934257355,0.18966598439960367,89941.52554937293,474210.1006360573,3,0,0,3,1,1238900.0,0.0,0.0,3994000.0,7887000.0,0.036267609026131825,True
R093,Client 093,Healthcare,Business Banking,5,162453.47971428567,38156.72,14252.03075,19163.000680234727,357687.78770139086,4672511.575467249,490613.7154240611,357687.78770139086,94099.93868099981,51177.404156832934,0.2630784217870962,0.23061092981414327,80523.09424956882,349172.93085139093,4,0,3,3,3,1346600.0,0.0,2342.3999999999996,3343000.0,5144000.0,0.0324674919729529,True
R305,Client 305,Energy,Business Banking,7,204429.7066785714,51548.22000000001,33522.217000000004,122706.40389717912,437345.85169080715,5754933.602749202,604268.0282886662,437345.85169080715,103509.78457618732,51028.28237329046,0.2366771839175148,0.18827332908621927,79627.24989839007,422934.30665330717,3,0,2,3,2,1503100.0,0.0,41207.4,1923000.0,4422000.0,0.04840385483129553,True
R089,Client 089,Energy,Business Banking,5,142850.49817857143,30212.01,9484.6935,70376.80911537576,305428.33266667085,3987060.412186882,418641.3432796226,305428.33266667085,87333.71696954107,50682.31704954058,0.28593849236918273,0.2417710498650727,71764.34560195032,296827.70390417083,3,0,5,1,2,1133900.0,0.0,9211.2,342000.0,4944000.0,0.04416744250411003,True
R139,Client 139,Energy,Business Banking,4,103975.91143333334,22644.631999999998,2921.7137,6730.328525818217,99450.45266364964,1181093.979194755,124014.86781544928,99450.45266364964,62501.19020227172,50567.135882633775,0.6284656180867909,0.4378105239538901,37155.54476875582,84866.72369864964,4,0,4,1,1,2134000.0,0.0,7800.24,718000.0,2809000.0,0.19065509413290083,True
R401,Client 401,Professional Services,Business Banking,3,136579.99445238095,45913.450000000004,2875.3027499999994,4675.933210230832,178290.88379617923,2227951.5080618653,233934.90834649585,178290.88379617923,71938.13495368573,50543.22889814421,0.40348745500597133,0.3792996747210337,63008.071607039725,166116.86169617923,4,0,1,4,4,2238800.0,0.0,11895.0,1886000.0,6536000.0,0.02418778028493762,True
R094,Client 094,Construction,Business Banking,6,202092.94919999994,35834.502,35672.76570000001,95496.9196413404,537788.6838504655,6980065.381406659,732906.8650476991,537788.6838504655,114980.81482946462,50446.17276740875,0.21380296440271612,0.15837190338169427,83124.76687407582,524870.6689704657,5,0,4,2,4,1486200.0,0.0,5117.64,3810000.0,3879000.0,0.055431061021021855,True
R319,Client 319,Technology,Business Banking,7,197705.02751666663,39987.10400000001,37468.0239,64824.26211938898,454356.4080279592,6025342.537872319,632660.9664765935,454356.4080279592,104684.39220756476,50161.623244209644,0.23040148737403285,0.11592683963520063,49727.1133474941,428952.5489004593,4,0,5,5,3,3213000.0,0.0,13559.280000000002,3979000.0,3063000.0,0.11447464773883222,True
R063,Client 063,Commercial Real Estate,Business Banking,7,221164.61678333333,41174.158,47788.0728,162299.10362217133,555580.4947057858,7191675.205153029,755125.8965410681,555580.4947057858,116730.09862242463,50060.43925773034,0.2101047458194882,0.09262149545068424,48936.270979261084,528346.8026632858,4,0,6,4,2,3077400.0,0.0,12025.56,4049000.0,3505000.0,0.11748325036880397,True
R258,Client 258,Commercial Real Estate,Business Banking,6,222062.55221666666,47781.636,36923.395099999994,142027.0121269458,598812.2142434862,8032006.455884857,843360.6778679099,598812.2142434862,121912.96143743108,50055.495728212736,0.2035913071536971,0.1472880128040636,86077.86442631712,584418.6691609861,3,0,3,6,4,1674100.0,0.0,3974.5200000000004,6573000.0,4462000.0,0.05630329434963352,True
R052,Client 052,Construction,Business Banking,3,140010.0291904762,52055.33,2623.97325,10486.188014203031,163440.94771675172,2055195.2322392089,215795.4993851169,163440.94771675172,69633.63384495406,50020.720118943864,0.42604766319411785,0.15171676741941112,21531.861044832058,141921.43301675175,3,0,4,5,2,2162600.0,0.0,36192.6,6478000.0,1385000.0,0.2743308957747067,True
R218,Client 218,Education,Middle Market,6,483685.38978571433,98602.85,105348.16125,302394.8590378959,1795106.8742255925,23285509.409380782,2444978.4879849823,1795106.8742255925,265122.9548269837,49710.1299199126,0.1476920169120056,0.1450801337587891,259033.2828407792,1785449.7106505923,3,0,2,3,3,1906800.0,0.0,5463.0,7918000.0,14450000.0,0.0026118831532165043,True
R326,Client 326,Retail,Business Banking,3,133299.39966666666,39012.69,4962.6089999999995,12155.78554807569,201157.33653437046,2615125.2806756217,274588.15447094024,201157.33653437046,73772.18017366236,49633.299789537894,0.3667387003856923,0.2687602017390107,51777.40494593036,192652.79833437048,2,0,1,5,1,980000.0,0.0,865.8000000000001,7092000.0,2721000.0,0.09797849864668157,True
R468,Client 468,Retail,Business Banking,4,110207.77738333335,25303.806,3932.981475,8896.028206165061,134606.10714909685,1690319.7458789104,177483.5733172856,134606.10714909685,65476.527025515905,49323.79416762429,0.48643058188281635,0.2416605211619493,28942.151117889956,119763.67086659683,3,0,2,7,1,1651600.0,0.0,8818.92,3723000.0,1099000.0,0.24477006072086704,True
R155,Client 155,Education,Business Banking,7,180415.33556666665,33379.816,27936.330599999998,91609.40527812761,454598.37890678423,6110615.247414904,641614.6009785649,454598.37890678423,103816.93218147918,49265.12671266506,0.22837066078224386,0.15780515303220027,69476.87588090208,440270.00732178416,1,0,3,5,2,1766600.0,0.0,2037.12,3947000.0,3510000.0,0.07056550775004358,True
R427,Client 427,Education,Business Banking,7,148881.47825000001,38685.23,18892.697999999997,38613.159168409635,224511.78744592922,2946814.2249426413,309415.4936189774,224511.78744592922,75959.91309066788,49018.49859715638,0.3383337416480275,0.1573237918003359,32249.731501145634,204989.53865842926,3,0,5,1,2,1888800.0,0.0,36294.6,1498000.0,2366000.0,0.1810099498476916,True
R373,Client 373,Transportation & Logistics,Business Banking,3,133179.77496428572,31808.439999999995,3394.56,24001.330152783114,285616.1348503692,3581000.5146443835,376005.05403766024,285616.1348503692,82819.47707857894,48545.54089653466,0.2899677818340587,0.2406605892263045,66623.2303491357,276834.8177128692,2,0,2,2,1,1281000.0,0.0,2680.8,1121000.0,5442000.0,0.04930719260775418,True
R250,Client 250,Retail,Business Banking,2,91721.78233333335,22110.259999999995,632.953125,1015.4923696621125,47643.86952334671,541684.4408212849,56876.86628623492,47643.86952334671,53817.77222058647,48100.507877784854,1.129584409474012,0.3606123941146417,10169.91335982046,28201.785423346708,3,0,5,4,0,2357700.0,0.0,11752.2,3460000.0,0.0,0.7689720153593702,True
R351,Client 351,Retail,Business Banking,6,112455.43100000001,19543.04,9474.849,13416.683252712322,171164.90004849425,1958689.8861974888,205662.43805073632,171164.90004849425,68420.81689541893,47881.02888959963,0.39973625945526226,0.030419191883036066,4296.174118959942,141232.35539849426,4,0,2,1,0,4006000.0,0.0,6292.8,2878000.0,0.0,0.3693170675722262,True
R450,Client 450,Commercial Real Estate,Business Banking,6,243318.57580000002,56138.297999999995,45870.2543,90784.67565627302,656326.9601810932,8294893.701809851,870963.8386900345,656326.9601810932,126599.74471489878,47840.50949316761,0.19289127583600632,0.15041418072352836,94356.20672021258,627309.2488110932,6,0,5,5,2,5209400.0,0.0,9750.36,9621000.0,2064000.0,0.042477095112477964,True
R422,Client 422,Transportation & Logistics,Business Banking,7,68737.49250000001,3632.1,0.0,0.0,19996.223875000003,103106.23875000002,10826.155068750002,19996.223875000003,50065.18781058251,47665.640945582505,2.50373211079997,0.0,0.0,0.0,1,0,0,0,0,2421400.0,0.0,0.0,0.0,0.0,2.50373211079997,True
R333,Client 333,Retail,Middle Market,3,122663.27741666668,37816.246,2852.54535,13258.518806091219,172031.3647317273,2137566.3987385524,224444.47186754798,172031.3647317273,67349.447142717,46705.683374909735,0.3914951628021115,0.1747256592263982,26877.141746590252,153824.8123692273,3,0,2,1,1,2226000.0,0.0,11037.72,5348000.0,2153000.0,0.21676950357571328,True
R291,Client 291,Technology,Middle Market,5,213785.89833333332,75498.68000000001,17184.213,26673.60656583658,503932.74092074693,6635266.460872802,696702.9783916441,503932.74092074693,106783.35605267438,46311.427142184766,0.2119000163743441,0.17007192183801728,83482.5175937644,490865.9624207469,1,0,4,2,1,894700.0,0.0,57216.6,4702000.0,5829000.0,0.041828094536326826,True
R435,Client 435,Food Distribution,Business Banking,5,148273.07650000002,42926.09000000001,8915.928999999998,29259.069137822247,300872.97935890127,4010478.550050219,421100.2477552731,300872.97935890127,82091.14707604144,45986.38955297329,0.27284320197500245,0.24522940934428486,71873.13031866294,293085.2808839013,2,0,4,1,4,851900.0,0.0,26626.8,271000.0,5790000.0,0.027613792630717587,True
R192,Client 192,Healthcare,Middle Market,4,106907.75683333335,30018.550000000003,3329.43625,2677.7626560549343,111448.59136111736,1373811.8329500998,144250.24245976048,111448.59136111736,59166.41142655964,45792.58046322555,0.5308852333076851,0.2649676863582689,25138.731498043133,94874.70658611736,3,0,2,2,1,2000500.0,0.0,18036.0,3737000.0,893000.0,0.2659175469494162,True
R299,Client 299,Energy,Business Banking,6,135339.61925,24241.834000000003,17526.096899999997,73283.91209733814,283313.0167399651,3614210.779270599,379492.1318234128,283313.0167399651,79404.22201581138,45406.66000701557,0.28027029230602357,0.14205582022987737,37489.68727208312,263908.13985246513,5,0,4,2,1,2532400.0,0.0,6545.88,3011000.0,1401000.0,0.1382144720761462,True
R018,Client 018,Professional Services,Business Banking,5,107639.45651190478,21714.61,5321.9235,14652.96961566848,189894.80460187237,2489823.534631491,261431.47113630656,189894.80460187237,66814.54347169842,44027.16691947373,0.3518502973884922,0.21184650183107148,37347.29824825266,176294.14658937237,3,0,2,1,2,1840600.0,0.0,1042.1999999999998,1586000.0,2851000.0,0.14000379555742073,True
R088,Client 088,Transportation & Logistics,Business Banking,4,125444.52488095238,38435.14,5816.855875,14280.228184827947,196272.17434483502,2556321.1236499003,268413.71798323945,196272.17434483502,67449.24586585368,43896.58494447348,0.3436515954999845,0.2665430513231188,49667.47244958619,186339.40071983504,3,0,2,4,2,1156100.0,0.0,19171.8,3485000.0,3102000.0,0.07710854417686569,True
R335,Client 335,Education,Business Banking,5,134697.1526666667,50958.87,5741.2620000000015,11776.810121834746,172247.59923294096,2146763.310724131,225410.14762603372,172247.59923294096,64317.70046022252,43647.988552269606,0.37340259455948505,0.2511405309790758,40076.24388108652,159576.96563294096,2,0,4,0,1,450700.0,0.0,71852.4,0.0,2392000.0,0.12226206358040925,True
R172,Client 172,Retail,Middle Market,4,230384.68921666665,71715.986,18352.076475,69767.28934917985,695211.4196294785,8883402.779554877,932757.2918532621,695211.4196294785,126982.52246202521,43557.1521064878,0.18265310217387123,0.16553341556060822,113178.14664450326,683717.8237469784,3,0,1,2,1,2022900.0,0.0,3467.5199999999995,17182000.0,1475000.0,0.01711968661326302,True
R166,Client 166,Retail,Business Banking,4,108905.97841666668,32332.300000000003,3215.32425,6947.885639980481,137429.2428148666,1629665.7704872082,171114.90590115686,137429.2428148666,59773.52881142966,43282.01967364568,0.4349403925040296,0.2459320340079215,29391.117472443908,119509.1058023666,5,0,3,3,0,2746100.0,0.0,5103.0,7259000.0,0.0,0.18900835849610811,True
R138,Client 138,Construction,Business Banking,5,170347.1583690476,56180.350000000006,13539.27,36294.40708611624,365844.29351260705,4900379.383428609,514539.835260004,365844.29351260705,87181.53318865508,43280.21796714224,0.23830229071387934,0.21398043606702172,75623.94779919632,353415.24295010703,3,0,2,4,2,2057900.0,0.0,12600.0,10622000.0,1997000.0,0.024321854646857627,True
R387,Client 387,Professional Services,Business Banking,5,112800.14579999998,23526.674000000003,7678.557150000001,17065.447059436854,206931.14059359574,2642571.2075242535,277469.97679004667,206931.14059359574,68066.94030776861,43235.20343653712,0.3289352202501473,0.17098833626261992,32917.83173400241,192515.07122359573,3,0,3,3,2,1707800.0,0.0,4162.68,3937000.0,1088000.0,0.1579468839875274,True
R113,Client 113,Construction,Business Banking,4,98413.81075,24038.525999999998,2255.4966,22398.827357871138,130026.4246416384,1671520.6387155643,175509.6670651342,130026.4246416384,58615.61217901434,43012.44122201774,0.4507976923964719,0.2340399690832418,27262.20923031259,116485.2710291384,2,0,3,1,1,1404100.0,0.0,18004.32,381000.0,2377000.0,0.2167577233132301,True
